input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave
H1229TS059_2__H1229TS393_6	0.839	0.914	0.915	0.88	0.849	0.815
H1229TS059_5__H1229TS267_4	0.476	0.544	0.545	0.379	0.511	0.53
H1229TS085_2__H1229TS274_1	0.534	0.628	0.628	0.407	0.52	0.487
H1229TS091_1__H1229TS298_1	0.0	0.0	0.0	0.0	0.144	0.009
H1229TS110_2__H1229TS015_4	0.548	0.754	0.754	0.608	0.606	0.581
H1229TS110_2__H1229TS397_1	0.861	0.956	0.956	0.872	0.845	0.81
H1229TS110_4__H1229TS085_3	0.481	0.653	0.653	0.472	0.526	0.495
H1229TS110_4__H1229TS139_4	0.0	0.0	0.0	0.0	0.074	0.008
H1229TS114_5__H1229TS287_4	0.0	0.0	0.0	0.0	0.105	0.004
H1229TS117_2__H1229TS264_2	0.001	0.0	0.0	0.0	0.144	0.009
H1229TS117_4__H1229TS091_5	0.445	0.687	0.687	0.655	0.653	0.464
H1229TS117_5__H1229TS014_5	0.454	0.747	0.747	0.672	0.729	0.509
H1229TS122_2__H1229TS284_4	0.575	0.721	0.721	0.512	0.583	0.537
H1229TS122_3__H1229TS196_3	0.455	0.626	0.626	0.414	0.505	0.409
H1229TS139_2__H1229TS171_5	0.508	0.679	0.679	0.406	0.532	0.45
H1229TS139_3__H1229TS052_4	0.001	0.0	0.0	0.0	0.051	0.009
H1229TS145_1__H1229TS079_3	0.735	0.846	0.846	0.728	0.736	0.656
H1229TS145_3__H1229TS122_2	0.763	0.884	0.884	0.736	0.78	0.728
H1229TS147_5__H1229TS221_5	0.417	0.522	0.522	0.456	0.49	0.377
H1229TS164_1__H1229TS331_1	0.806	0.859	0.859	0.761	0.744	0.752
H1229TS164_2__H1229TS293_3	0.717	0.839	0.839	0.754	0.739	0.683
H1229TS164_3__H1229TS022_5	0.505	0.637	0.637	0.411	0.511	0.433
H1229TS167_2__H1229TS023_3	0.0	0.0	0.0	0.0	0.057	0.004
H1229TS196_5__H1229TS312_3	0.727	0.821	0.821	0.788	0.78	0.68
H1229TS198_3__H1229TS122_1	0.75	0.877	0.877	0.718	0.758	0.694
H1229TS198_3__H1229TS148_5	0.492	0.672	0.672	0.436	0.523	0.383
H1229TS204_1__H1229TS293_2	0.001	0.0	0.0	0.0	0.14	0.009
H1229TS204_5__H1229TS110_3	0.428	0.509	0.509	0.331	0.5	0.457
H1229TS204_5__H1229TS462_6	0.44	0.562	0.562	0.356	0.546	0.435
H1229TS208_3__H1229TS163_2	0.364	0.559	0.559	0.348	0.443	0.395
H1229TS208_3__H1229TS319_5	0.318	0.476	0.476	0.33	0.481	0.366
H1229TS219_5__H1229TS267_5	0.198	0.105	0.105	0.042	0.339	0.067
H1229TS221_5__H1229TS051_3	0.459	0.524	0.524	0.404	0.505	0.376
H1229TS241_5__H1229TS494_5	0.0	0.0	0.0	0.0	0.132	0.005
H1229TS264_2__H1229TS397_1	0.77	0.89	0.89	0.793	0.773	0.698
H1229TS267_2__H1229TS290_4	0.827	0.933	0.933	0.851	0.824	0.748
H1229TS267_4__H1229TS241_2	0.612	0.816	0.816	0.632	0.653	0.606
H1229TS284_3__H1229TS301_5	0.63	0.782	0.782	0.554	0.592	0.581
H1229TS286_3__H1229TS393_3	0.0	0.0	0.0	0.0	0.108	0.008
H1229TS286_5__H1229TS462_1	0.0	0.0	0.0	0.0	0.114	0.005
H1229TS290_5__H1229TS261_5	0.629	0.777	0.777	0.725	0.743	0.533
H1229TS294_2__H1229TS264_6	0.604	0.816	0.816	0.659	0.584	0.489
H1229TS298_1__H1229TS059_1	0.0	0.0	0.0	0.0	0.03	0.006
H1229TS298_3__H1229TS167_4	0.0	0.0	0.0	0.0	0.112	0.004
H1229TS301_5__H1229TS375_3	0.569	0.762	0.762	0.586	0.608	0.495
H1229TS311_1__H1229TS051_4	0.861	0.876	0.876	0.87	0.802	0.761
H1229TS311_3__H1229TS015_5	0.493	0.669	0.669	0.571	0.559	0.414
H1229TS312_5__H1229TS462_5	0.264	0.394	0.394	0.315	0.566	0.205
H1229TS319_1__H1229TS085_4	0.477	0.69	0.69	0.529	0.53	0.356
H1229TS319_4__H1229TS163_3	0.502	0.626	0.626	0.449	0.505	0.412
H1229TS345_5__H1229TS393_3	0.731	0.868	0.868	0.821	0.789	0.515
H1229TS369_1__H1229TS147_2	0.689	0.843	0.843	0.722	0.649	0.757
H1229TS369_4__H1229TS219_3	0.014	0.094	0.094	0.04	0.433	0.075
H1229TS375_1__H1229TS221_4	0.358	0.561	0.561	0.323	0.455	0.377
H1229TS388_2__H1229TS219_2	0.177	0.297	0.297	0.134	0.396	0.203
H1229TS388_5__H1229TS051_6	0.426	0.51	0.51	0.412	0.524	0.451
H1229TS393_3__H1229TS272_2	0.073	0.082	0.082	0.052	0.362	0.058
H1229TS397_2__H1229TS164_1	0.546	0.787	0.787	0.674	0.71	0.567
H1229TS397_2__H1229TS319_1	0.672	0.846	0.846	0.733	0.686	0.639
H1229TS419_5__H1229TS171_2	0.0	0.0	0.0	0.0	0.072	0.008
H1229TS423_2__H1229TS167_2	0.0	0.0	0.0	0.0	0.058	0.004
H1229TS450_2__H1229TS462_2	0.0	0.0	0.0	0.0	0.045	0.004
H1229TS450_4__H1229TS110_3	0.037	0.012	0.012	0.0	0.333	0.03
H1229TS456_3__H1229TS293_1	0.561	0.724	0.724	0.581	0.565	0.539
H1229TS462_3__H1229TS028_2	0.933	0.929	0.929	0.932	0.897	0.839
H1229TS462_3__H1229TS241_1	0.537	0.715	0.715	0.555	0.528	0.52
H1229TS462_4__H1229TS085_1	0.496	0.671	0.671	0.464	0.535	0.495
H1229TS462_6__H1229TS293_1	0.897	0.926	0.926	0.873	0.815	0.758
H1229TS465_3__H1229TS051_2	0.381	0.571	0.571	0.414	0.514	0.329
H1229TS489_1__H1229TS040_4	0.398	0.643	0.643	0.396	0.571	0.427
H1229TS489_2__H1229TS319_1	0.83	0.875	0.875	0.853	0.804	0.703
H1229TS489_2__H1229TS465_1	0.711	0.866	0.866	0.76	0.74	0.663
H1230TS014_3__H1230TS022_5	0.582	0.93	0.93	0.796	0.789	0.737
H1230TS022_3__H1230TS489_1	0.87	0.941	0.941	0.794	0.806	0.849
H1230TS023_2__H1230TS147_3	0.38	0.476	0.476	0.318	0.451	0.367
H1230TS023_2__H1230TS167_1	0.0	0.0	0.0	0.0	0.082	0.004
H1230TS023_3__H1230TS468_3	0.526	0.665	0.665	0.48	0.535	0.541
H1230TS023_4__H1230TS425_4	0.521	0.627	0.627	0.503	0.596	0.555
H1230TS023_5__H1230TS075_4	0.852	0.909	0.909	0.854	0.841	0.751
H1230TS023_5__H1230TS419_3	0.492	0.614	0.614	0.425	0.554	0.453
H1230TS040_4__H1230TS286_2	0.732	0.875	0.875	0.774	0.766	0.795
H1230TS052_1__H1230TS267_3	0.807	0.938	0.938	0.814	0.848	0.825
H1230TS059_4__H1230TS301_2	0.438	0.527	0.527	0.342	0.429	0.452
H1230TS079_1__H1230TS375_5	0.475	0.646	0.646	0.471	0.594	0.539
H1230TS079_3__H1230TS171_2	0.585	0.675	0.675	0.522	0.589	0.517
H1230TS091_2__H1230TS023_2	0.322	0.479	0.479	0.315	0.455	0.322
H1230TS114_1__H1230TS293_5	0.0	0.0	0.0	0.0	0.055	0.004
H1230TS114_5__H1230TS274_4	0.037	0.025	0.025	0.0	0.17	0.025
H1230TS114_5__H1230TS456_2	0.0	0.0	0.0	0.0	0.038	0.005
H1230TS139_2__H1230TS022_5	0.0	0.0	0.0	0.0	0.136	0.007
H1230TS139_2__H1230TS312_2	0.003	0.0	0.0	0.0	0.133	0.008
H1230TS139_3__H1230TS139_5	0.002	0.0	0.0	0.0	0.09	0.009
H1230TS139_6__H1230TS475_1	0.452	0.6	0.6	0.458	0.557	0.489
H1230TS147_2__H1230TS023_4	0.523	0.632	0.632	0.528	0.578	0.533
H1230TS147_5__H1230TS397_1	0.536	0.665	0.665	0.482	0.57	0.531
H1230TS163_3__H1230TS312_1	0.764	0.873	0.873	0.779	0.813	0.721
H1230TS164_1__H1230TS148_1	0.74	0.862	0.862	0.785	0.787	0.722
H1230TS167_4__H1230TS300_1	0.021	0.03	0.03	0.012	0.174	0.011
H1230TS171_1__H1230TS051_4	0.726	0.903	0.903	0.853	0.862	0.724
H1230TS171_2__H1230TS462_4	0.599	0.686	0.686	0.514	0.556	0.557
H1230TS171_4__H1230TS462_4	0.662	0.808	0.808	0.593	0.584	0.659
H1230TS196_4__H1230TS085_1	0.402	0.538	0.538	0.315	0.443	0.422
H1230TS196_4__H1230TS462_4	0.953	0.974	0.974	0.86	0.857	0.861
H1230TS204_1__H1230TS456_4	0.001	0.0	0.0	0.0	0.124	0.008
H1230TS208_3__H1230TS148_5	0.409	0.576	0.576	0.459	0.621	0.396
H1230TS219_2__H1230TS145_2	0.307	0.42	0.42	0.253	0.359	0.221
H1230TS219_3__H1230TS423_3	0.032	0.045	0.045	0.061	0.328	0.041
H1230TS219_3__H1230TS465_2	0.054	0.085	0.085	0.109	0.348	0.055
H1230TS219_5__H1230TS456_1	0.157	0.081	0.081	0.054	0.33	0.067
H1230TS221_5__H1230TS022_1	0.409	0.528	0.528	0.247	0.46	0.36
H1230TS221_5__H1230TS147_5	0.706	0.865	0.865	0.72	0.695	0.702
H1230TS241_3__H1230TS028_5	0.534	0.678	0.678	0.507	0.602	0.467
H1230TS241_3__H1230TS208_2	0.684	0.821	0.821	0.755	0.759	0.517
H1230TS261_2__H1230TS475_4	0.341	0.511	0.511	0.339	0.545	0.333
H1230TS261_3__H1230TS014_5	0.504	0.741	0.741	0.582	0.673	0.452
H1230TS261_4__H1230TS075_1	0.387	0.575	0.575	0.348	0.533	0.429
H1230TS261_4__H1230TS208_5	0.368	0.544	0.544	0.33	0.495	0.374
H1230TS262_4__H1230TS290_4	0.002	0.0	0.0	0.0	0.122	0.008
H1230TS267_4__H1230TS393_6	0.839	0.943	0.943	0.897	0.9	0.854
H1230TS267_5__H1230TS261_2	0.54	0.685	0.685	0.59	0.723	0.592
H1230TS267_5__H1230TS345_5	0.427	0.518	0.518	0.404	0.491	0.391
H1230TS272_2__H1230TS393_3	0.0	0.0	0.0	0.0	0.135	0.008
H1230TS274_1__H1230TS290_1	0.003	0.0	0.0	0.0	0.117	0.009
H1230TS274_4__H1230TS085_5	0.0	0.0	0.0	0.0	0.128	0.004
H1230TS284_1__H1230TS075_5	0.89	0.959	0.959	0.873	0.84	0.88
H1230TS287_2__H1230TS419_2	0.499	0.623	0.623	0.428	0.596	0.467
H1230TS287_3__H1230TS075_5	0.935	0.97	0.97	0.9	0.923	0.936
H1230TS290_4__H1230TS423_3	0.864	0.956	0.956	0.902	0.868	0.934
H1230TS290_4__H1230TS465_3	0.527	0.626	0.626	0.505	0.636	0.506
H1230TS293_5__H1230TS171_3	0.577	0.758	0.758	0.492	0.566	0.517
H1230TS293_5__H1230TS419_4	0.001	0.0	0.0	0.0	0.106	0.008
H1230TS298_2__H1230TS393_5	0.506	0.646	0.646	0.475	0.55	0.55
H1230TS304_1__H1230TS241_4	0.875	0.952	0.952	0.905	0.882	0.799
H1230TS312_4__H1230TS286_2	0.471	0.616	0.616	0.425	0.531	0.504
H1230TS312_5__H1230TS311_2	0.448	0.628	0.628	0.389	0.51	0.399
H1230TS319_1__H1230TS264_4	0.65	0.855	0.855	0.716	0.737	0.613
H1230TS345_4__H1230TS284_5	0.736	0.869	0.869	0.791	0.767	0.665
H1230TS345_6__H1230TS023_1	0.528	0.753	0.753	0.521	0.602	0.523
H1230TS369_2__H1230TS198_5	0.588	0.806	0.806	0.578	0.67	0.642
H1230TS369_3__H1230TS388_1	0.605	0.797	0.797	0.621	0.69	0.534
H1230TS369_4__H1230TS040_1	0.464	0.626	0.626	0.435	0.505	0.523
H1230TS375_1__H1230TS331_3	0.523	0.67	0.67	0.485	0.562	0.511
H1230TS375_5__H1230TS450_4	0.01	0.003	0.003	0.0	0.154	0.016
H1230TS388_5__H1230TS304_3	0.646	0.817	0.817	0.667	0.756	0.663
H1230TS393_5__H1230TS380_1	0.489	0.612	0.612	0.433	0.505	0.446
H1230TS397_1__H1230TS264_6	0.58	0.692	0.692	0.538	0.645	0.604
H1230TS423_1__H1230TS331_5	0.662	0.837	0.837	0.697	0.719	0.593
H1230TS423_2__H1230TS117_4	0.546	0.711	0.711	0.566	0.658	0.585
H1230TS423_5__H1230TS171_5	0.657	0.834	0.834	0.67	0.64	0.609
H1230TS462_1__H1230TS261_1	0.613	0.755	0.755	0.64	0.679	0.632
H1230TS462_2__H1230TS287_3	0.53	0.686	0.686	0.521	0.596	0.527
H1230TS465_2__H1230TS286_1	0.519	0.668	0.668	0.434	0.526	0.569
H1230TS465_3__H1230TS274_1	0.371	0.512	0.512	0.389	0.564	0.414
H1230TS465_3__H1230TS311_3	0.531	0.634	0.634	0.468	0.635	0.51
H1230TS468_1__H1230TS300_3	0.0	0.0	0.0	0.0	0.055	0.004
H1230TS468_2__H1230TS319_4	0.479	0.615	0.615	0.405	0.485	0.473
H1230TS475_1__H1230TS163_2	0.505	0.638	0.638	0.442	0.515	0.555
H1230TS475_5__H1230TS489_3	0.499	0.653	0.653	0.398	0.52	0.438
H1230TS489_1__H1230TS290_2	0.0	0.0	0.0	0.0	0.174	0.005
H1230TS489_2__H1230TS293_2	0.87	0.955	0.955	0.88	0.895	0.869
H1232TS014_3__H1232TS163_1	0.419	0.334	0.334	0.481	0.561	0.205
H1232TS023_1__H1232TS465_3	0.302	0.221	0.221	0.298	0.672	0.185
H1232TS040_3__H1232TS375_2	0.387	0.349	0.349	0.459	0.53	0.22
H1232TS040_5__H1232TS369_4	0.446	0.459	0.459	0.554	0.566	0.207
H1232TS051_6__H1232TS208_5	0.467	0.335	0.335	0.529	0.613	0.207
H1232TS079_1__H1232TS052_5	0.452	0.338	0.338	0.495	0.613	0.203
H1232TS079_5__H1232TS091_2	0.762	0.77	0.77	0.75	0.817	0.647
H1232TS085_2__H1232TS331_4	0.415	0.326	0.326	0.415	0.558	0.237
H1232TS091_1__H1232TS204_4	0.435	0.299	0.299	0.444	0.765	0.221
H1232TS091_1__H1232TS290_2	0.906	0.941	0.941	0.884	0.944	0.897
H1232TS091_5__H1232TS345_5	0.435	0.343	0.343	0.431	0.711	0.306
H1232TS110_4__H1232TS059_3	0.421	0.349	0.349	0.493	0.695	0.217
H1232TS117_1__H1232TS298_1	0.287	0.289	0.289	0.365	0.521	0.155
H1232TS122_2__H1232TS465_4	0.39	0.366	0.366	0.424	0.576	0.282
H1232TS148_1__H1232TS204_1	0.436	0.357	0.357	0.515	0.606	0.198
H1232TS167_2__H1232TS164_1	0.301	0.362	0.362	0.35	0.502	0.141
H1232TS196_1__H1232TS274_1	0.327	0.304	0.304	0.384	0.597	0.162
H1232TS196_2__H1232TS122_2	0.309	0.291	0.291	0.349	0.557	0.19
H1232TS196_5__H1232TS051_3	0.275	0.249	0.249	0.317	0.477	0.273
H1232TS196_5__H1232TS267_2	0.272	0.214	0.214	0.274	0.498	0.272
H1232TS198_1__H1232TS369_1	0.785	0.893	0.893	0.797	0.867	0.655
H1232TS198_2__H1232TS079_4	0.441	0.344	0.344	0.449	0.556	0.298
H1232TS204_1__H1232TS198_1	0.442	0.358	0.358	0.488	0.804	0.303
H1232TS204_4__H1232TS023_5	0.412	0.322	0.322	0.495	0.563	0.224
H1232TS262_2__H1232TS287_2	0.394	0.323	0.323	0.474	0.588	0.229
H1232TS262_4__H1232TS145_1	0.457	0.354	0.354	0.454	0.618	0.327
H1232TS264_5__H1232TS139_5	0.003	0.0	0.0	0.0	0.309	0.017
H1232TS267_1__H1232TS204_1	0.464	0.371	0.371	0.539	0.567	0.222
H1232TS274_5__H1232TS145_5	0.429	0.251	0.251	0.327	0.591	0.3
H1232TS286_1__H1232TS419_1	0.446	0.414	0.414	0.428	0.604	0.254
H1232TS286_4__H1232TS388_2	0.012	0.004	0.005	0.0	0.192	0.015
H1232TS293_1__H1232TS456_4	0.46	0.356	0.356	0.477	0.596	0.285
H1232TS298_3__H1232TS241_3	0.485	0.333	0.333	0.487	0.556	0.344
H1232TS311_1__H1232TS051_5	0.754	0.815	0.815	0.796	0.857	0.613
H1232TS311_2__H1232TS293_3	0.84	0.972	0.972	0.917	0.968	0.901
H1232TS311_4__H1232TS122_3	0.437	0.318	0.318	0.498	0.572	0.205
H1232TS319_1__H1232TS196_5	0.361	0.242	0.242	0.31	0.581	0.267
H1232TS319_1__H1232TS465_2	0.339	0.301	0.301	0.388	0.569	0.267
H1232TS322_4__H1232TS311_1	0.409	0.375	0.375	0.442	0.816	0.195
H1232TS331_1__H1232TS450_2	0.36	0.399	0.399	0.5	0.538	0.181
H1232TS331_2__H1232TS122_1	0.397	0.322	0.322	0.478	0.614	0.203
H1232TS375_3__H1232TS425_4	0.373	0.318	0.318	0.378	0.541	0.253
H1232TS397_2__H1232TS075_5	0.62	0.511	0.511	0.645	0.81	0.278
H1232TS397_4__H1232TS369_1	0.495	0.366	0.366	0.545	0.582	0.325
H1232TS397_5__H1232TS079_2	0.463	0.35	0.35	0.493	0.626	0.219
H1232TS419_3__H1232TS419_5	0.93	0.973	0.973	0.928	0.968	0.915
H1232TS419_5__H1232TS147_4	0.849	0.92	0.92	0.802	0.922	0.848
H1232TS450_2__H1232TS284_1	0.506	0.404	0.404	0.5	0.532	0.271
H1232TS450_5__H1232TS397_5	0.515	0.39	0.39	0.476	0.561	0.273
H1232TS462_1__H1232TS163_4	0.434	0.315	0.315	0.451	0.554	0.204
H1232TS462_6__H1232TS139_3	0.005	0.001	0.001	0.0	0.26	0.012
H1232TS475_1__H1232TS208_3	0.471	0.342	0.342	0.516	0.556	0.326
H1232TS475_3__H1232TS079_3	0.444	0.328	0.328	0.5	0.582	0.222
H1232TS489_1__H1232TS196_1	0.38	0.308	0.308	0.44	0.608	0.196
H1233TS014_3__H1233TS147_3	0.715	0.636	0.636	0.705	0.909	0.322
H1233TS014_6__H1233TS059_5	0.194	0.126	0.126	0.228	0.725	0.137
H1233TS022_4__H1233TS284_1	0.75	0.639	0.639	0.737	0.938	0.303
H1233TS040_3__H1233TS147_3	0.603	0.269	0.557	0.323	0.251	0.177
H1233TS079_4__H1233TS023_1	0.791	0.556	0.556	0.656	0.741	0.307
H1233TS085_3__H1233TS023_5	0.208	0.125	0.125	0.242	0.757	0.134
H1233TS122_1__H1233TS311_3	0.973	0.985	0.985	0.946	0.921	0.899
H1233TS122_4__H1233TS489_5	0.795	0.728	0.728	0.79	0.825	0.432
H1233TS139_1__H1233TS388_3	0.619	0.54	0.54	0.606	0.645	0.341
H1233TS139_3__H1233TS286_4	0.416	0.359	0.359	0.404	0.728	0.202
H1233TS147_3__H1233TS286_2	0.819	0.912	0.912	0.83	0.846	0.568
H1233TS147_4__H1233TS028_3	0.956	0.955	0.955	0.935	0.893	0.79
H1233TS167_5__H1233TS059_1	0.513	0.566	0.566	0.538	0.593	0.228
H1233TS218_1__H1233TS022_1	0.751	0.663	0.663	0.723	0.721	0.32
H1233TS221_2__H1233TS139_6	0.289	0.203	0.203	0.286	0.901	0.378
H1233TS221_5__H1233TS164_1	0.207	0.131	0.131	0.246	0.769	0.096
H1233TS241_3__H1233TS075_2	0.773	0.648	0.648	0.757	0.954	0.422
H1233TS267_3__H1233TS023_2	0.878	0.721	0.721	0.778	0.786	0.374
H1233TS284_1__H1233TS171_5	0.437	0.316	0.316	0.454	0.743	0.179
H1233TS284_2__H1233TS171_3	0.73	0.62	0.62	0.73	0.718	0.358
H1233TS293_1__H1233TS475_5	0.756	0.575	0.575	0.623	0.68	0.358
H1233TS293_3__H1233TS262_2	0.736	0.577	0.577	0.644	0.665	0.309
H1233TS294_1__H1233TS456_3	0.751	0.65	0.65	0.744	0.71	0.345
H1233TS294_3__H1233TS475_3	0.961	0.98	0.98	0.949	0.926	0.776
H1233TS294_5__H1233TS052_2	0.639	0.553	0.553	0.675	0.696	0.22
H1233TS294_5__H1233TS489_2	0.641	0.55	0.55	0.668	0.68	0.215
H1233TS304_3__H1233TS262_3	0.719	0.614	0.614	0.688	0.684	0.355
H1233TS388_4__H1233TS167_3	0.101	0.083	0.083	0.09	0.434	0.083
H1233TS393_3__H1233TS304_3	0.978	0.989	0.989	0.96	0.953	0.946
H1233TS419_2__H1233TS419_4	0.213	0.13	0.13	0.251	0.773	0.1
H1233TS456_1__H1233TS023_5	0.737	0.619	0.619	0.728	0.724	0.379
H1233TS475_1__H1233TS051_3	0.975	0.986	0.986	0.936	0.922	0.926
H1233TS475_3__H1233TS145_1	0.203	0.123	0.123	0.228	0.699	0.139
H1233TS475_5__H1233TS304_5	0.985	0.989	0.989	0.954	0.946	0.956
H1233TS489_4__H1233TS284_2	0.961	0.982	0.982	0.943	0.947	0.674
H1236TS014_1__H1236TS117_3	0.012	0.001	0.001	0.0	0.433	0.008
H1236TS014_4__H1236TS196_2	0.257	0.248	0.248	0.294	0.494	0.12
H1236TS014_5__H1236TS267_1	0.341	0.381	0.381	0.422	0.775	0.198
H1236TS022_3__H1236TS198_4	0.007	0.0	0.0	0.0	0.308	0.008
H1236TS028_2__H1236TS419_2	0.378	0.366	0.366	0.325	0.854	0.186
H1236TS040_3__H1236TS393_3	0.016	0.019	0.019	0.003	0.234	0.02
H1236TS040_4__H1236TS262_5	0.029	0.019	0.019	0.005	0.199	0.014
H1236TS051_3__H1236TS171_2	0.004	0.0	0.0	0.0	0.336	0.008
H1236TS051_4__H1236TS345_4	1.0	1.0	1.0	1.0	1.0	1.0
H1236TS051_5__H1236TS345_3	0.32	0.217	0.217	0.282	0.807	0.144
H1236TS075_5__H1236TS369_4	0.028	0.05	0.05	0.017	0.157	0.016
H1236TS085_1__H1236TS219_2	0.056	0.044	0.044	0.022	0.607	0.043
H1236TS085_5__H1236TS494_1	0.431	0.356	0.356	0.485	0.821	0.306
H1236TS139_6__H1236TS164_4	0.09	0.093	0.093	0.121	0.502	0.112
H1236TS147_5__H1236TS110_5	0.082	0.081	0.081	0.065	0.825	0.072
H1236TS148_1__H1236TS196_1	0.021	0.008	0.008	0.004	0.575	0.02
H1236TS148_2__H1236TS475_5	0.225	0.117	0.117	0.125	0.877	0.098
H1236TS164_2__H1236TS139_3	0.085	0.088	0.088	0.09	0.611	0.044
H1236TS171_5__H1236TS145_2	0.189	0.265	0.265	0.132	0.291	0.185
H1236TS196_4__H1236TS145_3	0.157	0.164	0.164	0.223	0.401	0.079
H1236TS198_3__H1236TS191_2	0.363	0.262	0.262	0.295	0.537	0.191
H1236TS204_4__H1236TS051_2	0.045	0.031	0.031	0.024	0.891	0.039
H1236TS208_3__H1236TS091_4	0.391	0.364	0.364	0.415	0.824	0.283
H1236TS208_3__H1236TS465_3	0.124	0.131	0.131	0.182	0.402	0.058
H1236TS208_3__H1236TS494_3	0.559	0.468	0.468	0.515	0.824	0.31
H1236TS218_1__H1236TS319_5	0.419	0.382	0.382	0.414	0.913	0.353
H1236TS218_2__H1236TS091_3	0.211	0.192	0.192	0.224	0.878	0.185
H1236TS219_4__H1236TS301_5	0.291	0.121	0.121	0.122	0.718	0.078
H1236TS264_3__H1236TS008_5	0.239	0.14	0.14	0.136	0.879	0.125
H1236TS264_5__H1236TS008_2	0.363	0.331	0.331	0.378	0.861	0.213
H1236TS267_1__H1236TS219_1	0.063	0.083	0.083	0.081	0.707	0.056
H1236TS267_4__H1236TS323_1	0.116	0.099	0.099	0.049	0.745	0.062
H1236TS267_4__H1236TS393_1	0.143	0.126	0.126	0.077	0.814	0.064
H1236TS290_4__H1236TS294_5	0.438	0.376	0.376	0.456	0.883	0.195
H1236TS293_3__H1236TS456_2	0.301	0.225	0.225	0.26	0.77	0.157
H1236TS298_3__H1236TS264_5	0.593	0.491	0.491	0.481	0.843	0.273
H1236TS301_3__H1236TS319_2	0.075	0.054	0.054	0.024	0.869	0.095
H1236TS304_2__H1236TS274_1	0.524	0.426	0.426	0.468	0.75	0.302
H1236TS304_4__H1236TS267_4	0.153	0.098	0.098	0.062	0.754	0.07
H1236TS311_2__H1236TS023_2	0.431	0.38	0.38	0.449	0.89	0.229
H1236TS311_2__H1236TS171_4	0.033	0.064	0.064	0.022	0.167	0.021
H1236TS312_4__H1236TS219_5	0.219	0.182	0.182	0.198	0.627	0.112
H1236TS319_4__H1236TS322_2	0.029	0.027	0.027	0.025	0.637	0.032
H1236TS323_1__H1236TS264_2	0.362	0.277	0.277	0.397	0.809	0.192
H1236TS331_1__H1236TS323_1	0.532	0.406	0.406	0.475	0.825	0.315
H1236TS331_3__H1236TS345_1	0.312	0.222	0.222	0.291	0.874	0.119
H1236TS345_1__H1236TS171_2	0.004	0.0	0.0	0.0	0.347	0.011
H1236TS345_2__H1236TS375_1	0.565	0.466	0.466	0.45	0.874	0.368
H1236TS369_5__H1236TS393_4	0.031	0.008	0.008	0.0	0.315	0.011
H1236TS375_5__H1236TS051_3	0.243	0.102	0.102	0.138	0.874	0.074
H1236TS375_5__H1236TS167_1	0.287	0.142	0.142	0.165	0.834	0.15
H1236TS393_2__H1236TS052_3	0.399	0.386	0.386	0.378	0.725	0.19
H1236TS450_5__H1236TS051_4	0.415	0.314	0.314	0.399	0.899	0.242
H1236TS465_4__H1236TS261_2	0.213	0.258	0.258	0.258	0.4	0.187
H1236TS475_2__H1236TS198_4	0.185	0.213	0.213	0.182	0.332	0.091
H1244TS014_1__H1244TS196_4	0.112	0.053	0.053	0.094	0.884	0.112
H1244TS014_1__H1244TS293_4	0.087	0.047	0.047	0.097	0.714	0.057
H1244TS040_5__H1244TS311_5	0.507	0.611	0.611	0.607	0.691	0.226
H1244TS079_2__H1244TS323_1	0.84	0.721	0.721	0.755	0.757	0.373
H1244TS079_4__H1244TS052_4	0.821	0.722	0.722	0.758	0.759	0.367
H1244TS079_4__H1244TS345_6	0.138	0.049	0.049	0.114	0.691	0.069
H1244TS085_3__H1244TS456_2	0.708	0.698	0.698	0.754	0.839	0.495
H1244TS139_4__H1244TS163_5	0.501	0.548	0.548	0.614	0.78	0.174
H1244TS145_1__H1244TS241_2	0.722	0.704	0.704	0.741	0.738	0.354
H1244TS145_3__H1244TS264_4	0.115	0.049	0.049	0.101	0.763	0.079
H1244TS148_4__H1244TS345_6	0.097	0.08	0.08	0.071	0.728	0.095
H1244TS148_4__H1244TS465_5	0.057	0.044	0.044	0.062	0.776	0.085
H1244TS167_2__H1244TS139_3	0.055	0.058	0.058	0.034	0.52	0.018
H1244TS167_3__H1244TS286_3	0.022	0.001	0.001	0.0	0.491	0.012
H1244TS167_4__H1244TS419_5	0.024	0.027	0.027	0.02	0.411	0.008
H1244TS196_4__H1244TS345_4	0.69	0.702	0.702	0.753	0.763	0.365
H1244TS204_3__H1244TS023_3	0.109	0.048	0.048	0.098	0.732	0.055
H1244TS208_4__H1244TS261_1	0.537	0.593	0.593	0.616	0.712	0.349
H1244TS219_4__H1244TS311_4	0.155	0.051	0.051	0.119	0.787	0.07
H1244TS221_4__H1244TS110_3	0.016	0.005	0.005	0.0	0.719	0.01
H1244TS261_3__H1244TS241_1	0.548	0.59	0.59	0.637	0.695	0.28
H1244TS262_5__H1244TS456_4	0.343	0.442	0.442	0.475	0.645	0.133
H1244TS264_2__H1244TS079_2	0.107	0.052	0.052	0.104	0.745	0.065
H1244TS267_1__H1244TS294_2	0.89	0.755	0.755	0.798	0.74	0.628
H1244TS267_2__H1244TS423_4	0.732	0.825	0.825	0.839	0.795	0.331
H1244TS274_2__H1244TS219_3	0.542	0.619	0.619	0.623	0.794	0.373
H1244TS274_4__H1244TS014_1	0.109	0.046	0.046	0.086	0.754	0.046
H1244TS287_5__H1244TS274_1	0.576	0.653	0.653	0.656	0.728	0.454
