input	cv1_target_residues	cv1_model_residues	cv1_target_atoms	cv1_model_atoms	cv3_target_atoms	cv3_model_atoms	cv4_target_atoms	cv4_model_atoms	old_global_score	voronota_js_global_score	cadscore_lt_global_score	cadscore_lt_global_f1	cadscore_lt_rm_global_score	cadscore_lt_rm_global_f1	cadscore_lt_r_global_score	cadscore_lt_r_global_f1	old_iface_score	voronota_js_iface_score	cadscore_lt_iface_score	cadscore_lt_iface_f1	cadscore_lt_rm_iface_score	cadscore_lt_rm_iface_f1	cadscore_lt_r_iface_score	cadscore_lt_r_iface_f1	old_global_time	voronota_js_global_time	cadscore_lt_global_time	cadscore_lt_rm_global_time	cadscore_lt_r_global_time	old_iface_time	voronota_js_iface_time	cadscore_lt_iface_time	cadscore_lt_rm_iface_time	cadscore_lt_r_iface_time	voronota_js_lt_global_score	voronota_js_lt_global_time	voronota_js_lt_iface_score	voronota_js_lt_iface_time
H0233TS312_2__H0233TS261_3	658	658	5025	5022	5025	5022	5025	5022	0.771599	0.78448	0.785146	0.861623	0.785146	0.861623	0.785146	0.861623	0.488925	0.51908	0.520048	0.576095	0.520048	0.576095	0.520048	0.576095	4.67	6.89	0.29	0.30	0.31	4.34	0.79	0.08	0.08	0.08	0.78515	0.89	0.52005	0.28
H0233TS312_2__H0233TS311_4	658	1316	5025	10050	5025	10050	5025	10050	0.506575	0.49606	0.495337	0.361706	0.939208	0.635393	0.938876	0.63557	0	0	0	0.001229	0.92117	0.52074	0.92117	0.52074	8.38	11.22	0.46	0.49	0.47	7.94	1.21	0.14	0.16	0.18	0.49534	1.39	0	0.39
H0233TS331_1__H0233TS059_1	1316	877	10050	6731	10050	6731	10050	6731	0.299954	0.28989	0.289529	0.394847	0.579173	0.735417	0.579168	0.7354	0	0	0	0	0.33557	0.472639	0.335009	0.472316	8.75	11.39	0.49	0.54	0.53	8.82	1.52	0.12	0.16	0.17	0.28953	1.48	0	0.50
H0233TS331_1__H0233TS264_2	1316	658	10050	5025	10050	5025	10050	5025	0.251079	0.24491	0.244603	0.363192	0.457586	0.631747	0.457586	0.631747	0.00113754	0.00099	0.001003	0.001456	0.347316	0.521072	0.347316	0.521072	8.54	9.82	0.45	0.50	0.46	7.76	1.47	0.11	0.14	0.16	0.2446	1.34	0.001	0.45
H0233TS331_1__H0233TS298_4	1316	877	10050	6731	10050	6731	10050	6731	0.491192	0.49319	0.493492	0.627439	0.597301	0.747878	0.597301	0.747878	0.161847	0.18431	0.184021	0.253066	0.405845	0.543284	0.404395	0.542341	9.44	11.91	0.51	0.57	0.55	9.37	1.74	0.16	0.22	0.15	0.49349	1.55	0.18402	0.52
H0233TS331_1__H0233TS369_2	1316	658	10050	5025	10050	5025	10050	5025	0.249173	0.24291	0.242586	0.361443	0.439154	0.615342	0.439147	0.615325	0	0	0	0	0.2381	0.36949	0.237991	0.369507	8.30	10.74	0.45	0.49	0.47	8.11	1.22	0.12	0.13	0.13	0.24259	1.39	0	0.39
H0233TS337_3__H0233TS052_1	658	1316	5025	10050	5025	10050	5025	10050	0.349208	0.32373	0.324408	0.25337	0.678043	0.483844	0.67786	0.483876	0	0	0	0	0.450598	0.284654	0.449917	0.284297	7.90	10.36	0.44	0.48	0.46	7.71	1.42	0.10	0.14	0.13	0.32441	1.36	0	0.42
H0233TS337_3__H0233TS147_2	658	1316	5025	10050	5025	10050	5025	10050	0.701306	0.67531	0.676797	0.483134	0.677525	0.483299	0.676797	0.483134	0.461742	0.44476	0.445713	0.28237	0.445713	0.28237	0.445713	0.28237	8.38	10.59	0.44	0.49	0.47	8.16	1.12	0.11	0.15	0.15	0.6768	1.36	0.44571	0.44
H0233TS337_5__H0233TS028_5	658	1316	5025	10050	5025	10050	5025	10050	0.674334	0.65161	0.652573	0.4713	0.65371	0.471647	0.652573	0.4713	0.430058	0.41877	0.420517	0.278119	0.425606	0.279551	0.420517	0.278119	8.22	10.49	0.45	0.50	0.47	8.14	1.41	0.11	0.13	0.13	0.65257	1.30	0.42052	0.39
H0233TS345_1__H0233TS304_4	1316	658	10050	5025	10050	5025	10050	5025	0.245991	0.24042	0.240044	0.359055	0.449316	0.624118	0.44906	0.623898	0.00079418	0.00077	0.000797	0.001165	0.346623	0.521398	0.346058	0.521046	9.00	10.84	0.44	0.49	0.47	8.36	1.45	0.11	0.13	0.14	0.24004	1.39	0.0008	0.38
H0233TS369_2__H0233TS264_6	658	658	5025	5025	5025	5025	5025	5025	0.884723	0.89297	0.893843	0.932098	0.893843	0.932098	0.893843	0.932098	0.606973	0.6225	0.625624	0.662985	0.625624	0.662985	0.625624	0.662985	5.46	7.20	0.30	0.31	0.33	4.90	0.79	0.06	0.08	0.09	0.89384	0.91	0.62562	0.29
H0233TS369_5__H0233TS122_3	658	1974	5025	15075	5025	15075	5025	15075	0.49531	0.48335	0.482655	0.270202	0.888064	0.46029	0.887875	0.460224	0	0	0	0	0.625565	0.295661	0.625565	0.295661	12.36	14.28	0.59	0.74	0.63	10.82	1.93	0.16	0.19	0.19	0.48266	1.88	0	0.58
H0233TS375_1__H0233TS319_4	1974	658	15075	5025	15075	5025	15075	5025	0.172223	0.16672	0.166566	0.275514	0.30486	0.474231	0.30486	0.474231	0	0	0	0	0.227653	0.381995	0.227653	0.381995	12.30	15.16	0.69	0.70	0.64	11.09	1.60	0.16	0.19	0.17	0.16657	1.84	0	0.55
H0233TS375_5__H0233TS284_4	1974	1974	15075	15075	15075	15075	15075	15075	0.934407	0.93262	0.932686	0.955251	0.932686	0.955251	0.932686	0.955251	0.820861	0.81306	0.813858	0.832699	0.813858	0.832699	0.813858	0.832699	18.23	22.00	0.89	1.10	0.93	15.68	3.26	0.20	0.28	0.28	0.93269	2.74	0.81386	0.75
H0233TS380_3__H0233TS267_1	1316	658	10050	5025	10050	5025	10050	5025	0.247155	0.24168	0.24148	0.36031	0.429772	0.606126	0.429589	0.606059	0	0	0	0	0.210473	0.343273	0.210412	0.343585	8.76	11.02	0.48	0.53	0.48	7.66	1.45	0.12	0.14	0.13	0.24148	1.27	0	0.46
H0233TS380_4__H0233TS059_3	1316	877	10050	6731	10050	6731	10050	6731	0.298981	0.28903	0.288516	0.394334	0.579114	0.734796	0.578969	0.73473	0	0	0	0	0.352462	0.484018	0.352326	0.483825	9.06	12.30	0.51	0.55	0.54	9.15	1.50	0.12	0.14	0.16	0.28852	1.53	0	0.43
H0233TS380_4__H0233TS114_3	1316	658	10050	5025	10050	5025	10050	5025	0.16551	0.15502	0.154793	0.243742	0.320767	0.470695	0.320761	0.470717	0.000939355	0.00244	0.002458	0.003467	0.169611	0.277631	0.168968	0.277055	7.64	10.85	0.47	0.51	0.50	6.77	1.44	0.12	0.13	0.12	0.15479	1.38	0.00246	0.46
H0233TS388_2__H0233TS423_3	877	877	6731	6731	6731	6731	6731	6731	0.450079	0.4375	0.436833	0.491212	0.897755	0.936392	0.897755	0.936392	0.000405304	0.00127	0.001258	0.001242	0.637902	0.698931	0.637902	0.698931	7.70	10.05	0.40	0.44	0.42	7.18	1.18	0.09	0.13	0.12	0.43683	1.26	0.00126	0.40
H0233TS388_3__H0233TS196_3	877	1316	6731	10050	6731	10050	6731	10050	0.429769	0.4163	0.415862	0.380408	0.846668	0.717696	0.821566	0.695985	0	0	0	0.000218	0.562474	0.471342	0.20296	0.187167	9.87	12.02	0.55	0.56	0.54	8.90	1.69	0.12	0.17	0.15	0.41586	1.58	0	0.54
H0233TS388_4__H0233TS300_1	877	658	6731	5025	6731	5025	6731	5025	0.497488	0.491	0.491664	0.627433	0.491664	0.627433	0.491664	0.627433	0.286416	0.29269	0.294523	0.413134	0.294523	0.413134	0.294523	0.413134	6.58	8.44	0.35	0.38	0.36	6.10	1.04	0.08	0.13	0.10	0.49166	1.05	0.29452	0.36
H0233TS388_4__H0233TS301_3	877	1974	6731	15075	6731	15075	6731	15075	0.443213	0.42593	0.425051	0.301977	0.858375	0.562607	0.858263	0.562607	0	0	0	0	0.409329	0.287415	0.406623	0.288433	13.61	13.80	0.69	1.07	0.71	12.71	2.14	0.22	0.23	0.20	0.42505	2.03	0	0.63
H0233TS393_1__H0233TS322_1	658	1316	5025	10044	5025	10044	5025	10044	0.493202	0.48369	0.483209	0.357871	0.866976	0.602855	0.866876	0.602811	0	0	0	0	0.561427	0.335758	0.559541	0.335254	8.86	11.19	0.46	0.54	0.49	8.31	1.40	0.13	0.14	0.14	0.48321	1.40	0	0.44
H0233TS393_3__H0233TS023_5	658	658	5025	5025	5025	5025	5025	5025	0.480972	0.47529	0.475303	0.544249	0.787273	0.863265	0.787273	0.863265	0	0	0	0	0.159691	0.219142	0.159691	0.219142	5.53	6.58	0.31	0.33	0.32	4.98	0.71	0.10	0.08	0.08	0.4753	0.92	0	0.30
H0233TS393_3__H0233TS272_3	658	1316	5025	10044	5025	10044	5025	10044	0.915793	0.91936	0.919878	0.627326	0.919878	0.627326	0.919878	0.627326	0.886632	0.89797	0.899066	0.510013	0.899066	0.510013	0.899066	0.510013	8.76	9.44	0.46	0.52	0.48	8.37	1.49	0.11	0.14	0.15	0.91988	1.37	0.89907	0.46
H0233TS393_4__H0233TS208_5	658	658	5025	5025	5025	5025	5025	5025	0.931282	0.92917	0.92956	0.956358	0.92956	0.956358	0.92956	0.956358	0.900737	0.89831	0.899207	0.947356	0.899207	0.947356	0.899207	0.947356	5.19	6.81	0.30	0.33	0.31	5.21	0.67	0.07	0.09	0.08	0.92956	0.93	0.89921	0.28
H0233TS419_1__H0233TS023_4	1316	658	10050	5025	10050	5025	10050	5025	0.241704	0.23763	0.237591	0.363278	0.385595	0.568797	0.385595	0.568797	0	0	0	0	0.058596	0.122135	0.058162	0.121648	8.79	11.16	0.44	0.50	0.50	8.25	1.36	0.11	0.13	0.14	0.23759	1.41	0	0.44
H0233TS423_3__H0233TS369_2	877	658	6731	5025	6731	5025	6731	5025	0.366129	0.35915	0.359055	0.462406	0.642288	0.782953	0.640636	0.782496	0.00196885	0.00321	0.003224	0.00439	0.389137	0.518685	0.389137	0.518685	6.01	8.31	0.36	0.38	0.37	5.88	1.10	0.08	0.10	0.10	0.35906	1.07	0.00322	0.36
H0233TS423_5__H0233TS059_5	877	658	6731	5022	6731	5022	6731	5022	0.353524	0.34539	0.34546	0.450383	0.612121	0.757907	0.612121	0.757907	0	0	0	0	0.3178	0.437712	0.3178	0.437712	6.08	7.98	0.40	0.40	0.38	6.54	1.09	0.09	0.11	0.11	0.34546	1.09	0	0.34
H0233TS456_1__H0233TS319_5	1316	658	10050	5025	10050	5025	10050	5025	0.250858	0.24492	0.244558	0.363188	0.458226	0.63311	0.458226	0.63311	0.000868121	0.00086	0.000884	0.001292	0.347926	0.522337	0.347926	0.522337	8.54	10.84	0.49	0.52	0.48	7.42	1.03	0.11	0.13	0.18	0.24456	1.42	0.00088	0.44
H0233TS456_4__H0233TS075_1	1316	1974	10050	15075	10050	15075	10050	15075	0.589117	0.57908	0.578427	0.505725	0.905743	0.754167	0.905743	0.754167	0.0134004	0.01761	0.017909	0.02045	0.628729	0.596736	0.628729	0.596736	15.51	19.38	0.76	0.85	0.79	14.67	2.43	0.20	0.22	0.22	0.57843	2.33	0.01791	0.73
H0233TS462_3__H0233TS475_1	1316	1974	10050	15075	10050	15075	10050	15075	0.495788	0.48112	0.480295	0.428636	0.907365	0.756677	0.907365	0.756677	0	0	0	0	0.654807	0.614059	0.654807	0.614059	15.47	19.21	0.75	0.84	0.77	14.58	2.35	0.18	0.33	0.23	0.4803	2.21	0	0.71
H0233TS462_6__H0233TS114_1	1316	658	10050	5025	10050	5025	10050	5025	0.32863	0.32563	0.32607	0.483298	0.326774	0.483865	0.32607	0.483298	0.156683	0.16711	0.167745	0.277698	0.167745	0.277698	0.167745	0.277698	8.75	10.74	0.48	0.49	0.46	7.36	1.51	0.13	0.14	0.16	0.32607	1.42	0.16775	0.44
H0233TS462_6__H0233TS122_1	1316	1974	10050	15075	10050	15075	10050	15075	0.480513	0.46763	0.466839	0.421982	0.854947	0.726316	0.854947	0.726316	0	0	0	0	0.461843	0.44416	0.461843	0.44416	14.78	18.75	0.77	0.91	0.93	12.92	2.40	0.19	0.24	0.29	0.46684	2.30	0	0.72
H0233TS462_6__H0233TS139_5	1316	877	10050	6735	10050	6735	10050	6735	0.281787	0.2729	0.272519	0.383356	0.543031	0.715383	0.542427	0.714905	0	0	0	0	0.337842	0.509028	0.336742	0.506863	9.95	10.72	0.52	0.54	0.53	9.11	1.47	0.14	0.22	0.17	0.27252	1.48	0	0.49
H0233TS475_1__H0233TS284_4	1974	1974	15075	15075	15075	15075	15075	15075	0.947663	0.94536	0.945304	0.963248	0.951134	0.970614	0.945304	0.963248	0.797684	0.76673	0.767201	0.774292	0.861456	0.886883	0.767201	0.774292	17.95	23.20	0.92	1.07	0.97	17.40	2.76	0.21	0.27	0.27	0.9453	2.67	0.7672	0.86
H0233TS494_5__H0233TS345_3	1316	1316	10044	10050	10044	10050	10044	10050	0.834615	0.84145	0.842765	0.905039	0.842797	0.905046	0.842765	0.905039	0.62815	0.62653	0.628177	0.680133	0.628263	0.680172	0.628177	0.680133	11.78	14.05	0.60	0.67	0.64	11.44	2.08	0.15	0.19	0.19	0.84276	1.84	0.62818	0.60
H0236TS014_3__H0236TS286_2	528	1814	4021	13737	4021	13737	4021	13737	0.644696	0.63966	0.640087	0.329457	0.727594	0.372083	0.718774	0.367622	0	0	0	0	0	0	0	0	10.92	12.83	0.53	0.61	0.56	8.24	0.92	0.13	0.14	0.15	0.64009	1.61	0	0.42
H0236TS015_4__H0236TS196_5	1401	1584	10553	12063	10553	12063	10553	12063	0.570213	0.56206	0.562437	0.594828	0.563507	0.596689	0.563507	0.596689	0.000138334	0.00024	0.000239	0.000256	0.004054	0.00612	0.001895	0.003965	13.77	17.85	0.73	0.80	0.76	12.42	2.35	0.18	0.26	0.21	0.56244	2.12	0.00024	0.68
H0236TS022_1__H0236TS051_4	1584	1584	12063	12063	12063	12063	12063	12063	0.875062	0.86741	0.867136	0.899411	0.867176	0.899324	0.867136	0.899411	0.175146	0.18853	0.187802	0.229448	0.188427	0.22817	0.187802	0.229448	13.04	18.56	0.78	0.93	0.79	13.85	2.16	0.18	0.23	0.23	0.86714	2.28	0.1878	0.70
H0236TS023_2__H0236TS286_2	528	1814	4021	13737	4021	13737	4021	13737	0.361135	0.32625	0.325239	0.169427	0.345059	0.179673	0.342679	0.177251	0	0	0	0	0	0	0	0	10.87	12.96	0.54	0.60	0.60	10.06	1.00	0.11	0.14	0.16	0.32524	1.55	0	0.47
H0236TS040_1__H0236TS494_5	528	528	4021	4019	4021	4019	4021	4019	0.73183	0.73904	0.739599	0.819792	0.739599	0.819792	0.739599	0.819792	0.0534126	0.05724	0.055889	0.0746	0.055889	0.0746	0.055889	0.0746	3.71	5.60	0.25	0.25	0.26	4.16	0.47	0.06	0.06	0.06	0.7396	0.75	0.05589	0.23
H0236TS040_2__H0236TS059_4	528	1516	4021	11382	4021	11382	4021	11382	0.710467	0.71578	0.717029	0.414083	0.717981	0.415217	0.717029	0.414083	0	0	0	0	0	0	0	0	9.11	10.03	0.47	0.52	0.53	8.85	1.23	0.12	0.13	0.13	0.71703	1.44	0	0.43
H0236TS040_5__H0236TS052_1	528	1584	4021	12063	4021	12063	4021	12063	0.676092	0.67333	0.673255	0.363113	0.752827	0.404449	0.752299	0.404189	0	0	0	0	0.013004	0.002925	0	0	9.01	11.01	0.52	0.56	0.53	8.76	1.48	0.12	0.15	0.16	0.67326	1.55	0	0.50
H0236TS051_1__H0236TS300_1	1584	643	12063	4858	12063	4858	12063	4858	0.2356	0.23322	0.2334	0.375877	0.242174	0.39296	0.236602	0.382772	0	0	0	0	0.001061	0.001767	0	0.000391	10.19	10.23	0.52	0.59	0.55	9.71	1.63	0.14	0.18	0.17	0.2334	1.60	0	0.53
H0236TS051_2__H0236TS274_3	1584	528	12063	4019	12063	4019	12063	4019	0.221076	0.22132	0.22173	0.367978	0.244644	0.407452	0.244214	0.4066	0	0	0	0	0.005207	0.011769	0	0	9.54	11.77	0.51	0.54	0.57	8.70	1.44	0.12	0.15	0.16	0.22173	1.55	0	0.46
H0236TS052_1__H0236TS419_1	1584	1929	12063	14574	12063	14574	12063	14574	0.556517	0.5558	0.555652	0.545665	0.782177	0.763281	0.765113	0.746718	0.0444271	0.05642	0.056693	0.055348	0.215422	0.219516	0.002439	0.002582	16.93	21.07	0.84	1.02	0.87	15.81	2.48	0.21	0.27	0.24	0.55565	2.55	0.05669	0.81
H0236TS052_2__H0236TS023_2	1584	528	12063	4021	12063	4021	12063	4021	0.103469	0.09472	0.094576	0.182433	0.098289	0.191205	0.098289	0.191205	0	0	0	0	0	0	0	0	9.56	11.53	0.49	0.55	0.52	9.24	1.42	0.12	0.14	0.17	0.09458	1.48	0	0.49
H0236TS052_3__H0236TS425_3	1584	1584	12063	12063	12063	12063	12063	12063	0.87539	0.8674	0.867329	0.898788	0.867426	0.899216	0.867329	0.898788	0.187583	0.20437	0.204905	0.233303	0.20618	0.239363	0.204905	0.233303	14.88	18.89	0.76	0.92	0.78	13.57	2.30	0.18	0.25	0.23	0.86733	2.29	0.20491	0.71
H0236TS052_5__H0236TS051_4	1972	1584	15088	12063	15088	12063	15088	12063	0.625428	0.6195	0.619413	0.721551	0.652539	0.759212	0.652432	0.75912	0.0663595	0.06647	0.067536	0.096012	0.06964	0.097892	0.068401	0.096736	14.66	21.31	0.86	0.98	0.91	15.79	1.88	0.20	0.26	0.25	0.61941	2.56	0.06754	0.63
H0236TS059_2__H0236TS079_2	1516	528	11382	4019	11382	4019	11382	4019	0.272797	0.26776	0.267947	0.428267	0.268089	0.42833	0.267947	0.428267	0	0	0	0	0.000461	0.000833	0	0	8.71	12.04	0.49	0.51	0.52	8.90	1.26	0.12	0.14	0.14	0.26795	1.44	0	0.47
H0236TS059_3__H0236TS450_1	1516	1584	11382	12063	11382	12063	11382	12063	0.599642	0.58543	0.585674	0.628276	0.587279	0.628978	0.58348	0.62656	0.0114469	0.01362	0.013653	0.0193	0.019276	0.028814	0.004487	0.007473	14.00	17.94	0.76	0.87	0.78	13.56	2.13	0.18	0.24	0.23	0.58567	2.28	0.01365	0.73
H0236TS059_4__H0236TS040_2	1516	528	11382	4021	11382	4021	11382	4021	0.250525	0.24711	0.247419	0.414083	0.248696	0.415303	0.247419	0.414083	0	0	0	0	0	0	0	0	9.37	10.76	0.48	0.51	0.49	8.86	0.96	0.11	0.15	0.13	0.24742	1.40	0	0.39
H0236TS059_4__H0236TS075_3	1516	528	11382	4021	11382	4021	11382	4021	0.261823	0.25731	0.257579	0.423853	0.258658	0.424426	0.257579	0.423853	0.00163817	0.00279	0.002805	0.005678	0.002805	0.005678	0.002805	0.005678	8.68	11.31	0.48	0.51	0.50	8.89	1.12	0.11	0.13	0.12	0.25758	1.38	0.0028	0.43
H0236TS059_5__H0236TS375_2	1428	528	10734	4021	10734	4021	10734	4021	0.239211	0.23512	0.235292	0.384099	0.235466	0.384568	0.235292	0.384099	0	0	0	0	0.002239	0.004224	0	0	9.02	10.74	0.45	0.49	0.47	7.77	1.15	0.11	0.13	0.13	0.23529	1.37	0	0.41
H0236TS075_1__H0236TS274_3	528	528	4021	4019	4021	4019	4021	4019	0.819884	0.82852	0.82999	0.887197	0.82999	0.887197	0.82999	0.887197	0	0	0	0	0	0	0	0	4.45	5.13	0.25	0.26	0.26	4.18	0.30	0.05	0.06	0.06	0.82999	0.74	0	0.23
H0236TS075_1__H0236TS393_3	528	1929	4021	14574	4021	14574	4021	14574	0.783794	0.77373	0.774029	0.338537	0.860871	0.374768	0.860033	0.375567	0	0	0	0	0	0	0	0	10.84	13.70	0.60	0.67	0.62	10.61	2.39	0.14	0.18	0.17	0.77403	1.78	0	0.51
H0236TS110_1__H0236TS267_5	1929	528	14574	4021	14574	4021	14574	4021	0.210788	0.20601	0.205984	0.352362	0.206458	0.352664	0.205984	0.352362	0.00227225	0.00262	0.002518	0.006677	0.002518	0.006677	0.002518	0.006677	9.74	14.04	0.59	0.64	0.62	11.06	2.04	0.16	0.18	0.18	0.20598	1.77	0.00252	0.56
H0236TS110_4__H0236TS301_1	1584	528	12063	4021	12063	4021	12063	4021	0.277957	0.2737	0.273828	0.435185	0.273938	0.435297	0.273828	0.435185	0	0	0	0	0	0	0	0	9.72	11.10	0.57	0.56	0.51	8.93	1.06	0.12	0.14	0.15	0.27383	1.53	0	0.50
H0236TS114_3__H0236TS208_3	1171	2227	8879	16921	8879	16921	8879	16921	0.617478	0.60182	0.602207	0.4625	0.632029	0.479894	0.615958	0.470856	9.93912e-05	0.00249	0.002728	0.002158	0.007502	0.003392	0.002216	0.001922	15.66	19.69	0.82	0.94	0.85	14.08	2.60	0.20	0.25	0.23	0.60221	2.45	0.00273	0.78
H0236TS122_1__H0236TS311_3	528	1056	4021	8042	4021	8042	4021	8042	0.713603	0.70342	0.703635	0.517352	0.809096	0.584922	0.808221	0.584501	0	0	0	0	0	0	0	0	6.79	8.45	0.36	0.39	0.40	6.51	0.46	0.09	0.10	0.09	0.70364	1.13	0	0.32
H0236TS122_3__H0236TS079_3	528	528	4021	4019	4021	4019	4021	4019	0.799101	0.80055	0.800431	0.859291	0.800431	0.859291	0.800431	0.859291	0	0	0	0	0	0	0	0	4.32	5.56	0.24	0.25	0.27	4.18	0.26	0.05	0.09	0.06	0.80043	0.73	0	0.22
H0236TS122_4__H0236TS393_1	528	1929	4021	14574	4021	14574	4021	14574	0.782358	0.76823	0.768461	0.335438	0.85869	0.374311	0.858603	0.374108	0	0	0	0	0	0	0	0	11.56	11.92	0.59	0.68	0.61	9.80	2.13	0.15	0.17	0.18	0.76846	1.79	0	0.52
H0236TS122_5__H0236TS345_5	528	1929	4021	14574	4021	14574	4021	14574	0.758858	0.74845	0.748465	0.32626	0.834372	0.363862	0.831958	0.362909	0	0	0	0	0	0	0	0	11.17	13.93	0.59	0.69	0.64	10.01	2.26	0.17	0.20	0.19	0.74847	1.84	0	0.54
H0236TS147_1__H0236TS267_1	1929	528	14574	4021	14574	4021	14574	4021	0.219886	0.217	0.217005	0.367907	0.217863	0.368471	0.217005	0.367907	0	0	0	0	0.000423	0.000924	0	0	11.69	14.80	0.62	0.65	0.61	11.01	1.93	0.15	0.18	0.20	0.21701	1.72	0	0.58
H0236TS147_5__H0236TS241_3	1929	1584	14574	12063	14574	12063	14574	12063	0.48892	0.47856	0.478256	0.557601	0.674889	0.781037	0.660725	0.763815	0.0532817	0.05314	0.053304	0.072777	0.152707	0.204884	0.004953	0.007241	16.57	20.49	0.84	1.02	0.88	14.55	3.16	0.21	0.29	0.28	0.47826	2.52	0.0533	0.86
H0236TS148_1__H0236TS337_3	1929	528	14574	4021	14574	4021	14574	4021	0.186632	0.17986	0.179886	0.31479	0.192026	0.336931	0.191818	0.336512	0	0	0	0	0.0021	0.005218	0.000075	0.000324	11.80	14.22	0.59	0.64	0.60	10.49	2.14	0.14	0.18	0.17	0.17989	1.78	0	0.58
H0236TS148_2__H0236TS286_1	1929	1929	14574	14574	14574	14574	14574	14574	0.705194	0.70108	0.700991	0.780783	0.700991	0.780783	0.700991	0.780783	0.258804	0.25879	0.261166	0.329216	0.272494	0.344209	0.261166	0.329216	18.26	22.78	0.91	1.12	0.99	17.44	3.79	0.23	0.32	0.28	0.70099	2.72	0.26117	0.90
H0236TS148_4__H0236TS241_4	1929	1929	14574	14574	14574	14574	14574	14574	0.850356	0.84642	0.846165	0.880656	0.862325	0.899042	0.846165	0.880656	0.295495	0.31422	0.314691	0.342771	0.455758	0.509707	0.314691	0.342771	17.74	21.47	0.96	1.31	0.99	17.79	4.06	0.25	0.40	0.31	0.84616	2.84	0.31469	0.97
H0236TS163_1__H0236TS164_1	988	988	7369	7369	7369	7369	7369	7369	0.744791	0.73397	0.733869	0.790572	0.741744	0.801518	0.733869	0.790572	0.210726	0.24495	0.246885	0.218182	0.421376	0.393094	0.246885	0.218182	8.24	10.31	0.43	0.73	0.46	6.69	1.28	0.11	0.21	0.17	0.73387	1.27	0.24688	0.38
H0236TS163_1__H0236TS167_2	988	3168	7369	24126	7369	24126	7369	24126	0.494609	0.47269	0.473307	0.246323	0.7347	0.368308	0.618025	0.312668	0	0	0	0	0.417287	0.149381	0	0	19.64	25.02	0.96	1.15	1.04	18.19	2.57	0.23	0.28	0.29	0.47331	3.01	0	0.93
H0236TS163_3__H0236TS375_1	988	528	7369	4021	7369	4021	7369	4021	0.380127	0.3694	0.36967	0.539776	0.373014	0.542359	0.36967	0.539776	0	0	0	0	0	0	0	0	6.53	8.22	0.35	0.37	0.37	6.29	0.96	0.08	0.09	0.12	0.36967	1.06	0	0.28
H0236TS163_5__H0236TS375_3	988	528	7369	4021	7369	4021	7369	4021	0.4092	0.39493	0.395036	0.558304	0.39865	0.560874	0.395036	0.558304	0	0	0	0	0	0	0	0	6.62	8.15	0.34	0.37	0.34	6.22	0.59	0.08	0.11	0.12	0.39504	1.06	0	0.31
H0236TS164_1__H0236TS022_3	988	1584	7369	12063	7369	12063	7369	12063	0.687505	0.67022	0.669968	0.547508	0.67015	0.548305	0.670039	0.547912	0.00564312	0.00677	0.006685	0.005196	0.012623	0.013556	0.008533	0.010172	10.57	14.17	0.60	1.25	0.65	11.05	1.83	0.16	0.24	0.19	0.66997	1.82	0.00668	0.58
H0236TS164_1__H0236TS122_4	988	528	7369	4021	7369	4021	7369	4021	0.454775	0.43894	0.438615	0.607277	0.439038	0.607571	0.438615	0.607277	0	0	0	0	0	0	0	0	6.40	8.12	0.34	0.36	0.36	5.51	0.70	0.13	0.12	0.09	0.43861	1.07	0	0.36
H0236TS167_3__H0236TS284_3	1814	528	13729	4021	13729	4021	13729	4021	0.122266	0.12017	0.119557	0.22607	0.126083	0.240295	0.125938	0.240168	0	0	0	0	0	0	0	0	12.15	15.33	0.62	0.69	0.65	12.51	1.64	0.15	0.18	0.17	0.11956	1.82	0	0.48
H0236TS167_3__H0236TS319_5	1814	1929	13729	14574	13729	14574	13729	14574	0.442134	0.42613	0.424633	0.479315	0.424765	0.47935	0.424633	0.479315	0	0	0	0	0	0	0	0	19.82	23.13	0.98	1.12	1.01	18.56	3.34	0.24	0.31	0.29	0.42463	2.68	0	0.91
H0236TS167_4__H0236TS163_1	1584	988	12063	7369	12063	7369	12063	7369	0.375796	0.37353	0.373654	0.517407	0.37386	0.517721	0.373727	0.517662	0.000101616	0.00026	0.000261	0.00039	0.010543	0.024511	0.004546	0.011297	11.38	14.63	0.63	1.02	0.63	10.89	1.63	0.15	0.24	0.19	0.37365	1.82	0.00026	0.61
H0236TS196_5__H0236TS208_4	1584	2227	12063	16921	12063	16921	12063	16921	0.629754	0.61862	0.61876	0.570208	0.648153	0.594419	0.647645	0.594148	3.96925e-05	0.0001	0	0.000789	0.005878	0.003827	0.001811	0.001157	18.38	19.31	0.90	1.12	0.97	18.10	3.16	0.23	0.30	0.31	0.61876	2.79	0	0.91
H0236TS196_5__H0236TS450_1	1584	1584	12063	12063	12063	12063	12063	12063	0.669727	0.66589	0.665986	0.731403	0.665992	0.731416	0.665986	0.731403	0	0	0	0.000897	0	0.000897	0	0.000897	12.89	18.98	0.78	0.96	0.80	13.67	2.36	0.21	0.25	0.24	0.66599	2.28	0	0.72
H0236TS208_3__H0236TS284_4	2227	528	16921	4021	16921	4021	16921	4021	0.177871	0.17479	0.174795	0.298153	0.193816	0.331455	0.192365	0.330258	0	0	0	0	0	0	0	0	13.27	14.74	0.67	0.73	0.70	12.50	2.17	0.16	0.32	0.19	0.1748	2.01	0	0.65
