input	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
H1222TS110_5__H1222TS425_1	0.815	0.814	0.814	0.777	0.88	0.476	0.687	0.476	0.687	0.924
H1222TS114_3__H1222TS287_5	0.734	0.568	0.568	0.517	0.629	0.409	0.641	0.409	0.641	0.916
H1222TS114_4__H1222TS423_2	0.524	0.448	0.448	0.531	0.603	0.273	0.483	0.273	0.483	0.899
H1222TS117_3__H1222TS312_5	0.519	0.58	0.58	0.501	0.661	0.253	0.46	0.253	0.46	0.884
H1222TS117_3__H1222TS425_5	0.518	0.565	0.565	0.501	0.665	0.259	0.472	0.259	0.472	0.89
H1222TS117_5__H1222TS114_5	0.479	0.442	0.442	0.436	0.569	0.215	0.471	0.215	0.471	0.867
H1222TS122_3__H1222TS494_4	0.712	0.692	0.692	0.637	0.734	0.285	0.619	0.285	0.619	0.91
H1222TS122_4__H1222TS085_4	0.668	0.603	0.603	0.595	0.781	0.323	0.548	0.323	0.548	0.925
H1222TS139_6__H1222TS274_2	0.651	0.59	0.59	0.627	0.711	0.291	0.634	0.291	0.634	0.915
H1222TS145_3__H1222TS023_1	0.605	0.655	0.655	0.614	0.721	0.275	0.521	0.275	0.521	0.855
H1222TS148_1__H1222TS079_1	0.694	0.579	0.579	0.558	0.762	0.33	0.512	0.33	0.512	0.922
H1222TS148_2__H1222TS425_1	0.68	0.626	0.626	0.594	0.713	0.331	0.557	0.331	0.557	0.928
H1222TS148_3__H1222TS022_5	0.881	0.892	0.892	0.87	0.925	0.726	0.802	0.726	0.802	0.982
H1222TS167_2__H1222TS475_5	0.567	0.59	0.59	0.533	0.654	0.246	0.473	0.246	0.473	0.841
H1222TS171_3__H1222TS028_2	0.718	0.666	0.666	0.645	0.804	0.24	0.451	0.24	0.451	0.811
H1222TS191_4__H1222TS331_2	0.536	0.304	0.49	0.298	0.378	0.329	0.47	0.329	0.47	0.906
H1222TS196_4__H1222TS221_2	0.728	0.752	0.752	0.71	0.854	0.346	0.48	0.346	0.48	0.85
H1222TS198_3__H1222TS051_3	0.838	0.867	0.867	0.825	0.872	0.584	0.793	0.584	0.793	0.957
H1222TS204_1__H1222TS117_2	0.546	0.595	0.595	0.519	0.683	0.304	0.45	0.304	0.45	0.877
H1222TS219_2__H1222TS272_5	0.709	0.683	0.683	0.607	0.736	0.332	0.544	0.332	0.544	0.937
H1222TS219_3__H1222TS369_5	0.731	0.722	0.722	0.69	0.849	0.368	0.45	0.368	0.45	0.803
H1222TS221_1__H1222TS319_2	0.646	0.609	0.609	0.624	0.69	0.257	0.457	0.257	0.457	0.866
H1222TS221_2__H1222TS051_3	0.651	0.623	0.623	0.618	0.74	0.264	0.437	0.264	0.437	0.833
H1222TS221_5__H1222TS014_1	0.703	0.621	0.621	0.634	0.788	0.363	0.574	0.363	0.574	0.931
H1222TS221_5__H1222TS290_1	0.681	0.636	0.636	0.624	0.688	0.309	0.542	0.309	0.542	0.914
H1222TS241_4__H1222TS171_2	0.686	0.617	0.617	0.596	0.725	0.326	0.551	0.326	0.551	0.923
H1222TS261_1__H1222TS219_2	0.516	0.559	0.559	0.474	0.704	0.301	0.497	0.301	0.497	0.917
H1222TS262_1__H1222TS221_2	0.738	0.834	0.834	0.724	0.857	0.581	0.631	0.581	0.631	0.915
H1222TS262_5__H1222TS221_2	0.656	0.568	0.568	0.57	0.698	0.254	0.483	0.254	0.483	0.865
H1222TS264_2__H1222TS145_5	0.732	0.699	0.699	0.668	0.774	0.418	0.612	0.418	0.612	0.943
H1222TS264_3__H1222TS456_3	0.972	0.985	0.985	0.954	0.962	0.951	0.953	0.951	0.953	0.994
H1222TS264_4__H1222TS196_2	0.785	0.742	0.742	0.741	0.88	0.434	0.607	0.434	0.607	0.948
H1222TS264_4__H1222TS274_1	0.734	0.733	0.733	0.692	0.794	0.473	0.592	0.473	0.592	0.933
H1222TS267_4__H1222TS284_4	0.72	0.629	0.629	0.605	0.708	0.334	0.654	0.334	0.654	0.932
H1222TS272_3__H1222TS208_1	0.711	0.43	0.43	0.542	0.708	0.322	0.504	0.322	0.504	0.92
H1222TS274_1__H1222TS196_5	0.821	0.85	0.85	0.782	0.868	0.503	0.636	0.503	0.636	0.926
H1222TS274_3__H1222TS204_4	0.657	0.634	0.634	0.594	0.76	0.33	0.458	0.33	0.458	0.869
H1222TS274_4__H1222TS059_1	0.716	0.795	0.795	0.683	0.814	0.505	0.592	0.505	0.592	0.923
H1222TS274_5__H1222TS148_3	0.778	0.871	0.871	0.782	0.809	0.593	0.662	0.593	0.662	0.942
H1222TS274_5__H1222TS191_1	0.273	0.275	0.493	0.259	0.314	0.269	0.405	0.269	0.405	0.482
H1222TS284_3__H1222TS456_1	0.879	0.89	0.89	0.871	0.912	0.688	0.797	0.688	0.797	0.973
H1222TS286_1__H1222TS204_5	0.762	0.668	0.668	0.663	0.761	0.273	0.539	0.273	0.539	0.833
H1222TS287_2__H1222TS262_5	0.638	0.562	0.562	0.501	0.672	0.275	0.478	0.275	0.478	0.917
H1222TS287_4__H1222TS110_4	0.648	0.592	0.592	0.58	0.655	0.271	0.483	0.271	0.483	0.912
H1222TS290_3__H1222TS117_3	0.618	0.635	0.635	0.55	0.672	0.278	0.534	0.278	0.534	0.854
H1222TS293_3__H1222TS322_3	0.865	0.788	0.788	0.803	0.833	0.435	0.503	0.435	0.503	0.755
H1222TS294_5__H1222TS489_3	0.741	0.68	0.68	0.729	0.761	0.288	0.536	0.288	0.536	0.849
H1222TS298_1__H1222TS331_2	0.818	0.631	0.631	0.721	0.78	0.237	0.464	0.237	0.464	0.741
H1222TS298_2__H1222TS287_5	0.739	0.583	0.583	0.558	0.657	0.3	0.565	0.3	0.565	0.913
H1222TS298_5__H1222TS079_5	0.865	0.688	0.688	0.695	0.835	0.402	0.736	0.402	0.736	0.942
H1222TS298_5__H1222TS465_1	0.768	0.688	0.688	0.669	0.789	0.248	0.48	0.248	0.48	0.814
H1222TS301_3__H1222TS345_3	0.75	0.586	0.586	0.67	0.761	0.233	0.452	0.233	0.452	0.754
H1222TS311_1__H1222TS015_5	0.759	0.587	0.587	0.674	0.786	0.315	0.676	0.315	0.676	0.92
H1222TS312_1__H1222TS085_2	0.671	0.591	0.591	0.588	0.779	0.316	0.515	0.316	0.515	0.924
H1222TS312_3__H1222TS031_2	0.789	0.949	0.949	0.841	0.877	0.761	0.761	0.761	0.761	0.95
H1222TS312_3__H1222TS456_4	0.668	0.597	0.597	0.633	0.806	0.292	0.507	0.292	0.507	0.884
H1222TS312_4__H1222TS262_1	0.764	0.847	0.847	0.738	0.855	0.674	0.691	0.674	0.691	0.959
H1222TS322_2__H1222TS117_2	0.647	0.748	0.748	0.648	0.738	0.378	0.534	0.378	0.534	0.894
H1222TS331_4__H1222TS293_4	0.768	0.594	0.594	0.67	0.764	0.306	0.631	0.306	0.631	0.915
H1222TS345_3__H1222TS489_1	0.726	0.634	0.634	0.69	0.759	0.245	0.45	0.245	0.45	0.788
H1222TS345_4__H1222TS456_5	0.664	0.56	0.56	0.58	0.776	0.204	0.39	0.204	0.39	0.723
H1222TS345_5__H1222TS014_3	0.76	0.603	0.603	0.677	0.776	0.319	0.661	0.319	0.661	0.923
H1222TS345_5__H1222TS419_4	0.75	0.603	0.603	0.618	0.7	0.319	0.641	0.319	0.641	0.924
H1222TS369_3__H1222TS494_4	0.675	0.684	0.684	0.622	0.769	0.334	0.595	0.334	0.595	0.937
H1222TS375_2__H1222TS167_3	0.515	0.63	0.63	0.566	0.713	0.249	0.373	0.249	0.373	0.749
H1222TS375_2__H1222TS419_4	0.821	0.846	0.846	0.754	0.897	0.728	0.712	0.728	0.712	0.972
H1222TS375_3__H1222TS494_1	0.62	0.576	0.576	0.567	0.759	0.271	0.463	0.271	0.463	0.916
H1222TS397_5__H1222TS286_1	0.619	0.607	0.607	0.615	0.732	0.209	0.36	0.209	0.36	0.745
H1222TS419_1__H1222TS287_4	0.868	0.896	0.896	0.83	0.9	0.819	0.816	0.819	0.816	0.98
H1222TS419_2__H1222TS117_5	0.546	0.58	0.58	0.487	0.705	0.294	0.481	0.294	0.481	0.893
H1222TS423_1__H1222TS204_1	0.776	0.606	0.606	0.584	0.722	0.326	0.653	0.326	0.653	0.924
H1222TS423_1__H1222TS450_3	0.599	0.646	0.646	0.617	0.72	0.202	0.405	0.202	0.405	0.707
H1222TS425_3__H1222TS059_4	0.871	0.916	0.916	0.836	0.841	0.546	0.721	0.546	0.721	0.921
H1222TS456_2__H1222TS393_4	0.73	0.59	0.59	0.574	0.684	0.297	0.581	0.297	0.581	0.917
H1222TS462_4__H1222TS191_3	0.313	0.401	0.68	0.322	0.379	0.449	0.541	0.449	0.541	0.505
H1222TS462_4__H1222TS331_4	0.755	0.698	0.698	0.721	0.884	0.342	0.701	0.342	0.701	0.933
H1222TS475_1__H1222TS015_2	0.814	0.845	0.845	0.782	0.871	0.662	0.72	0.662	0.72	0.963
H1222TS489_2__H1222TS219_1	0.762	0.634	0.634	0.617	0.682	0.334	0.679	0.334	0.679	0.923
H1222TS489_2__H1222TS375_1	0.726	0.582	0.582	0.574	0.676	0.3	0.64	0.3	0.64	0.923
H1222TS489_3__H1222TS290_3	0.81	0.841	0.841	0.8	0.901	0.552	0.754	0.552	0.754	0.95
H1222TS489_5__H1222TS221_1	0.727	0.633	0.633	0.652	0.69	0.284	0.577	0.284	0.577	0.874
H1222TS489_5__H1222TS262_4	0.752	0.634	0.634	0.668	0.707	0.328	0.698	0.328	0.698	0.926
H1222TS494_2__H1222TS304_4	0.731	0.737	0.737	0.679	0.795	0.315	0.458	0.315	0.458	0.851
H1222TS494_4__H1222TS015_4	0.732	0.674	0.674	0.696	0.729	0.312	0.702	0.312	0.702	0.92
H1223TS014_6__H1223TS286_3	0.701	0.747	0.747	0.699	0.776	0.372	0.673	0.372	0.673	0.939
H1223TS015_1__H1223TS423_5	0.618	0.633	0.633	0.649	0.762	0.206	0.315	0.206	0.315	0.745
H1223TS015_5__H1223TS264_5	0.678	0.682	0.682	0.686	0.795	0.342	0.587	0.342	0.587	0.918
H1223TS022_1__H1223TS145_2	0.811	0.868	0.868	0.842	0.878	0.346	0.413	0.346	0.413	0.736
H1223TS022_5__H1223TS319_4	0.89	0.713	0.713	0.696	0.787	0.435	0.674	0.435	0.674	0.953
H1223TS023_2__H1223TS375_5	0.666	0.666	0.666	0.663	0.842	0.181	0.328	0.181	0.328	0.772
H1223TS028_1__H1223TS284_3	0.802	0.807	0.807	0.776	0.826	0.425	0.675	0.425	0.675	0.927
H1223TS028_4__H1223TS274_3	0.717	0.611	0.611	0.622	0.655	0.317	0.686	0.317	0.686	0.932
H1223TS031_5__H1223TS145_2	0.91	0.877	0.877	0.826	0.842	0.581	0.716	0.581	0.716	0.952
H1223TS040_1__H1223TS031_4	0.656	0.603	0.62	0.622	0.701	0.27	0.386	0.27	0.386	0.678
H1223TS040_2__H1223TS117_4	0.606	0.576	0.606	0.565	0.642	0.195	0.385	0.195	0.385	0.71
H1223TS040_3__H1223TS369_5	0.718	0.759	0.771	0.704	0.81	0.37	0.611	0.37	0.611	0.912
H1223TS051_2__H1223TS284_2	0.757	0.717	0.717	0.702	0.843	0.392	0.689	0.392	0.689	0.947
H1223TS051_2__H1223TS419_5	0.7	0.637	0.637	0.663	0.818	0.34	0.635	0.34	0.635	0.928
H1223TS051_3__H1223TS196_1	0.722	0.712	0.712	0.684	0.808	0.261	0.399	0.261	0.399	0.732
H1223TS051_4__H1223TS147_2	0.833	0.854	0.854	0.84	0.869	0.509	0.732	0.509	0.732	0.967
H1223TS051_5__H1223TS145_3	0.807	0.736	0.736	0.724	0.812	0.258	0.507	0.258	0.507	0.782
H1223TS051_6__H1223TS462_5	0.767	0.696	0.696	0.707	0.826	0.364	0.692	0.364	0.692	0.94
H1223TS052_3__H1223TS294_5	0.886	0.903	0.903	0.845	0.928	0.618	0.792	0.618	0.792	0.951
H1223TS059_1__H1223TS475_1	0.645	0.609	0.609	0.632	0.718	0.166	0.313	0.166	0.313	0.741
H1223TS079_2__H1223TS331_2	0.824	0.496	0.496	0.624	0.687	0.167	0.334	0.167	0.334	0.729
H1223TS091_1__H1223TS319_1	0.823	0.871	0.871	0.815	0.88	0.601	0.778	0.601	0.778	0.974
H1223TS091_3__H1223TS287_4	0.773	0.849	0.849	0.763	0.814	0.306	0.389	0.306	0.389	0.743
H1223TS110_1__H1223TS031_1	0.704	0.725	0.725	0.684	0.822	0.379	0.662	0.379	0.662	0.941
H1223TS110_2__H1223TS274_4	0.709	0.65	0.65	0.676	0.732	0.29	0.599	0.29	0.599	0.902
H1223TS114_3__H1223TS022_4	0.76	0.584	0.584	0.572	0.6	0.293	0.576	0.293	0.576	0.858
H1223TS117_3__H1223TS388_2	0.527	0.602	0.602	0.517	0.682	0.256	0.512	0.256	0.512	0.909
H1223TS122_5__H1223TS284_4	0.804	0.786	0.786	0.828	0.887	0.323	0.696	0.323	0.696	0.913
H1223TS139_5__H1223TS264_6	0.725	0.795	0.795	0.731	0.797	0.348	0.665	0.348	0.665	0.891
H1223TS145_4__H1223TS079_4	0.743	0.675	0.675	0.743	0.815	0.412	0.715	0.412	0.715	0.938
H1223TS145_4__H1223TS462_5	0.771	0.665	0.665	0.703	0.853	0.339	0.654	0.339	0.654	0.927
H1223TS147_4__H1223TS139_6	0.695	0.688	0.688	0.67	0.793	0.309	0.592	0.309	0.592	0.903
H1223TS147_4__H1223TS319_3	0.767	0.703	0.703	0.677	0.814	0.301	0.438	0.301	0.438	0.75
H1223TS148_1__H1223TS110_4	0.852	0.756	0.756	0.733	0.758	0.409	0.732	0.409	0.732	0.921
H1223TS148_1__H1223TS272_5	0.761	0.588	0.588	0.615	0.717	0.216	0.442	0.216	0.442	0.753
H1223TS163_2__H1223TS148_2	0.837	0.804	0.804	0.798	0.818	0.482	0.805	0.482	0.805	0.957
H1223TS164_3__H1223TS171_2	0.813	0.752	0.752	0.772	0.889	0.374	0.766	0.374	0.766	0.93
H1223TS164_4__H1223TS262_4	0.735	0.634	0.634	0.712	0.753	0.271	0.474	0.271	0.474	0.775
H1223TS164_5__H1223TS397_1	0.744	0.667	0.667	0.658	0.9	0.357	0.679	0.357	0.679	0.932
H1223TS167_1__H1223TS425_1	0.668	0.718	0.718	0.675	0.764	0.283	0.527	0.283	0.527	0.793
H1223TS171_3__H1223TS091_5	0.774	0.752	0.752	0.713	0.804	0.426	0.705	0.426	0.705	0.953
H1223TS171_5__H1223TS369_5	0.798	0.831	0.831	0.779	0.912	0.326	0.471	0.326	0.471	0.757
H1223TS191_3__H1223TS198_4	0.613	0.337	0.57	0.413	0.404	0.403	0.61	0.403	0.61	0.931
H1223TS191_3__H1223TS293_5	0.601	0.336	0.57	0.38	0.375	0.376	0.603	0.376	0.603	0.937
H1223TS191_4__H1223TS345_6	0.506	0.263	0.453	0.297	0.373	0.346	0.531	0.346	0.531	0.916
H1223TS196_4__H1223TS423_2	0.742	0.666	0.666	0.689	0.847	0.335	0.653	0.335	0.653	0.923
H1223TS196_5__H1223TS023_1	0.813	0.838	0.838	0.847	0.908	0.389	0.418	0.389	0.418	0.752
H1223TS196_5__H1223TS075_5	0.715	0.635	0.635	0.747	0.738	0.167	0.371	0.167	0.371	0.733
H1223TS196_5__H1223TS375_1	0.84	0.872	0.872	0.856	0.882	0.438	0.442	0.438	0.442	0.746
H1223TS198_5__H1223TS079_1	0.77	0.67	0.67	0.697	0.794	0.375	0.699	0.375	0.699	0.936
H1223TS198_5__H1223TS494_5	0.712	0.692	0.692	0.683	0.801	0.192	0.337	0.192	0.337	0.734
H1223TS204_2__H1223TS468_2	0.731	0.656	0.656	0.703	0.758	0.312	0.667	0.312	0.667	0.907
H1223TS219_2__H1223TS114_1	0.79	0.607	0.607	0.638	0.627	0.193	0.449	0.193	0.449	0.757
H1223TS219_3__H1223TS145_1	0.852	0.701	0.701	0.747	0.872	0.362	0.697	0.362	0.697	0.931
H1223TS221_3__H1223TS015_3	0.748	0.683	0.683	0.687	0.805	0.323	0.674	0.323	0.674	0.937
H1223TS221_5__H1223TS022_4	0.7	0.513	0.513	0.608	0.636	0.158	0.355	0.158	0.355	0.735
H1223TS261_2__H1223TS051_3	0.595	0.674	0.674	0.564	0.731	0.38	0.558	0.38	0.558	0.92
H1223TS262_5__H1223TS267_2	0.676	0.682	0.682	0.667	0.766	0.206	0.344	0.206	0.344	0.757
H1223TS262_5__H1223TS322_4	0.654	0.667	0.667	0.612	0.817	0.308	0.377	0.308	0.377	0.746
H1223TS264_1__H1223TS388_2	0.78	0.711	0.711	0.698	0.739	0.331	0.72	0.331	0.72	0.912
H1223TS264_3__H1223TS208_4	0.757	0.748	0.748	0.8	0.774	0.197	0.439	0.197	0.439	0.761
H1223TS267_2__H1223TS122_2	0.827	0.774	0.774	0.796	0.828	0.372	0.809	0.372	0.809	0.944
H1223TS267_3__H1223TS187_1	0.442	0.584	0.584	0.4	0.588	0.225	0.487	0.225	0.487	0.854
H1223TS267_4__H1223TS167_1	0.694	0.817	0.817	0.762	0.801	0.209	0.399	0.209	0.399	0.743
H1223TS272_1__H1223TS272_3	0.755	0.699	0.699	0.749	0.818	0.373	0.758	0.373	0.758	0.941
H1223TS274_3__H1223TS014_2	0.655	0.624	0.624	0.609	0.731	0.331	0.581	0.331	0.581	0.927
H1223TS274_3__H1223TS397_3	0.661	0.625	0.625	0.638	0.717	0.355	0.612	0.355	0.612	0.937
H1223TS274_4__H1223TS028_3	0.779	0.786	0.786	0.736	0.757	0.409	0.732	0.409	0.732	0.934
H1223TS274_4__H1223TS114_5	0.626	0.507	0.507	0.576	0.612	0.166	0.378	0.166	0.378	0.676
H1223TS274_5__H1223TS345_1	0.695	0.616	0.616	0.646	0.794	0.312	0.657	0.312	0.657	0.923
H1223TS287_2__H1223TS264_6	0.781	0.745	0.745	0.775	0.848	0.204	0.407	0.204	0.407	0.75
H1223TS287_3__H1223TS489_4	0.788	0.696	0.696	0.733	0.808	0.267	0.48	0.267	0.48	0.787
H1223TS293_2__H1223TS085_5	0.878	0.77	0.77	0.76	0.841	0.44	0.691	0.44	0.691	0.951
H1223TS294_1__H1223TS489_5	0.791	0.72	0.72	0.699	0.827	0.319	0.511	0.319	0.511	0.811
H1223TS294_4__H1223TS241_4	0.722	0.693	0.693	0.715	0.786	0.197	0.335	0.197	0.335	0.749
H1223TS323_1__H1223TS023_3	0.849	0.918	0.918	0.871	0.891	0.452	0.459	0.452	0.459	0.739
H1223TS337_4__H1223TS023_3	0.791	0.754	0.754	0.79	0.794	0.225	0.64	0.225	0.64	0.831
H1223TS337_4__H1223TS287_5	0.764	0.717	0.717	0.758	0.755	0.222	0.63	0.222	0.63	0.831
H1223TS337_5__H1223TS014_4	0.779	0.645	0.645	0.694	0.716	0.192	0.526	0.192	0.526	0.731
H1223TS337_5__H1223TS262_2	0.722	0.652	0.652	0.665	0.654	0.204	0.561	0.204	0.561	0.808
H1223TS375_3__H1223TS014_4	0.742	0.666	0.666	0.709	0.841	0.205	0.397	0.205	0.397	0.792
H1223TS375_4__H1223TS388_2	0.761	0.744	0.744	0.68	0.755	0.204	0.379	0.204	0.379	0.741
H1223TS388_2__H1223TS304_1	0.671	0.603	0.603	0.622	0.68	0.179	0.333	0.179	0.333	0.74
H1223TS393_1__H1223TS221_4	0.783	0.678	0.678	0.749	0.875	0.223	0.433	0.223	0.433	0.756
H1223TS393_6__H1223TS023_3	0.8	0.763	0.763	0.778	0.844	0.408	0.738	0.408	0.738	0.933
H1223TS397_2__H1223TS494_1	0.684	0.603	0.603	0.617	0.71	0.173	0.348	0.173	0.348	0.742
H1223TS419_3__H1223TS196_3	0.761	0.728	0.728	0.739	0.833	0.34	0.707	0.34	0.707	0.924
H1223TS423_2__H1223TS450_5	0.898	0.721	0.721	0.725	0.832	0.342	0.559	0.342	0.559	0.894
H1223TS423_4__H1223TS274_1	0.774	0.601	0.601	0.581	0.735	0.317	0.513	0.317	0.513	0.885
H1223TS423_4__H1223TS274_2	0.766	0.631	0.631	0.573	0.761	0.304	0.491	0.304	0.491	0.875
H1223TS425_3__H1223TS380_1	0.731	0.639	0.639	0.673	0.744	0.397	0.636	0.397	0.636	0.94
H1223TS425_5__H1223TS015_5	0.724	0.651	0.651	0.665	0.79	0.246	0.356	0.246	0.356	0.732
H1223TS456_3__H1223TS204_1	0.583	0.514	0.514	0.632	0.685	0.307	0.536	0.307	0.536	0.91
H1223TS456_4__H1223TS261_3	0.575	0.618	0.618	0.528	0.644	0.344	0.54	0.344	0.54	0.874
H1223TS462_3__H1223TS301_4	0.755	0.674	0.674	0.726	0.849	0.343	0.7	0.343	0.7	0.936
H1223TS462_5__H1223TS051_5	0.748	0.761	0.761	0.74	0.779	0.291	0.466	0.291	0.466	0.787
H1223TS465_2__H1223TS204_4	0.594	0.504	0.504	0.594	0.705	0.162	0.302	0.162	0.302	0.734
H1223TS465_5__H1223TS393_1	0.605	0.569	0.569	0.65	0.655	0.297	0.632	0.297	0.632	0.907
H1223TS475_3__H1223TS114_1	0.628	0.595	0.595	0.628	0.625	0.255	0.598	0.255	0.598	0.883
H1223TS489_1__H1223TS388_3	0.753	0.723	0.723	0.695	0.813	0.368	0.689	0.368	0.689	0.94
H1225TS014_1__H1225TS114_2	0.608	0.563	0.563	0.566	0.68	0.213	0.354	0.213	0.354	0.756
H1225TS014_5__H1225TS419_2	0.708	0.682	0.682	0.64	0.777	0.304	0.419	0.304	0.419	0.772
H1225TS015_2__H1225TS204_4	0.739	0.698	0.698	0.652	0.87	0.392	0.572	0.392	0.572	0.941
H1225TS015_3__H1225TS290_1	0.774	0.838	0.838	0.761	0.879	0.444	0.651	0.444	0.651	0.926
H1225TS015_4__H1225TS450_1	0.602	0.67	0.67	0.623	0.704	0.204	0.324	0.204	0.324	0.781
H1225TS023_4__H1225TS267_2	0.751	0.611	0.611	0.665	0.685	0.249	0.486	0.249	0.486	0.813
H1225TS051_1__H1225TS085_5	0.727	0.583	0.583	0.642	0.742	0.344	0.632	0.344	0.632	0.934
H1225TS051_5__H1225TS298_5	0.692	0.615	0.615	0.652	0.761	0.317	0.572	0.317	0.572	0.901
H1225TS051_5__H1225TS375_5	0.81	0.833	0.833	0.736	0.808	0.443	0.664	0.443	0.664	0.928
H1225TS052_1__H1225TS023_3	0.654	0.593	0.593	0.644	0.734	0.232	0.382	0.232	0.382	0.766
H1225TS052_2__H1225TS145_3	0.741	0.615	0.615	0.665	0.766	0.259	0.514	0.259	0.514	0.84
H1225TS059_1__H1225TS337_1	0.595	0.634	0.634	0.612	0.606	0.218	0.421	0.218	0.421	0.817
H1225TS059_2__H1225TS079_4	0.711	0.729	0.729	0.622	0.787	0.398	0.6	0.398	0.6	0.937
H1225TS059_5__H1225TS221_5	0.758	0.759	0.759	0.681	0.788	0.492	0.658	0.492	0.658	0.935
H1225TS079_4__H1225TS241_4	0.76	0.711	0.711	0.68	0.79	0.275	0.415	0.275	0.415	0.787
H1225TS085_1__H1225TS311_3	0.736	0.779	0.779	0.726	0.841	0.41	0.593	0.41	0.593	0.902
H1225TS110_1__H1225TS117_1	0.653	0.611	0.611	0.585	0.785	0.25	0.412	0.25	0.412	0.784
H1225TS110_5__H1225TS122_5	0.679	0.544	0.544	0.619	0.766	0.332	0.565	0.332	0.565	0.929
H1225TS114_1__H1225TS145_4	0.749	0.613	0.613	0.625	0.667	0.24	0.633	0.24	0.633	0.854
H1225TS114_3__H1225TS051_1	0.685	0.598	0.598	0.6	0.689	0.275	0.587	0.275	0.587	0.903
H1225TS117_2__H1225TS369_2	0.634	0.783	0.783	0.674	0.745	0.49	0.596	0.49	0.596	0.935
H1225TS117_3__H1225TS264_5	0.564	0.779	0.779	0.658	0.709	0.475	0.507	0.475	0.507	0.893
H1225TS122_2__H1225TS059_6	0.721	0.574	0.574	0.614	0.722	0.244	0.46	0.244	0.46	0.801
H1225TS139_3__H1225TS274_1	0.664	0.734	0.734	0.672	0.768	0.333	0.506	0.333	0.506	0.781
H1225TS139_6__H1225TS091_2	0.746	0.883	0.883	0.782	0.83	0.633	0.713	0.633	0.713	0.954
H1225TS145_5__H1225TS301_1	0.678	0.598	0.598	0.663	0.756	0.328	0.602	0.328	0.602	0.932
H1225TS147_1__H1225TS198_1	0.83	0.851	0.851	0.796	0.873	0.62	0.748	0.62	0.748	0.953
H1225TS147_3__H1225TS208_4	0.652	0.546	0.546	0.606	0.758	0.232	0.38	0.232	0.38	0.757
H1225TS147_3__H1225TS294_4	0.672	0.558	0.558	0.613	0.787	0.218	0.351	0.218	0.351	0.742
H1225TS148_4__H1225TS261_4	0.498	0.507	0.507	0.432	0.654	0.242	0.401	0.242	0.401	0.862
H1225TS148_4__H1225TS304_1	0.678	0.573	0.573	0.624	0.692	0.24	0.429	0.24	0.429	0.809
H1225TS164_3__H1225TS312_5	0.655	0.617	0.617	0.645	0.753	0.315	0.565	0.315	0.565	0.927
H1225TS167_1__H1225TS014_2	0.55	0.686	0.686	0.603	0.74	0.224	0.337	0.224	0.337	0.788
H1225TS167_3__H1225TS163_1	0.59	0.575	0.575	0.543	0.659	0.24	0.431	0.24	0.431	0.845
H1225TS171_2__H1225TS117_5	0.561	0.569	0.569	0.499	0.688	0.244	0.454	0.244	0.454	0.815
H1225TS196_3__H1225TS425_4	0.76	0.73	0.73	0.676	0.858	0.339	0.493	0.339	0.493	0.825
H1225TS196_4__H1225TS264_3	0.671	0.596	0.596	0.668	0.729	0.275	0.48	0.275	0.48	0.87
H1225TS198_1__H1225TS163_5	0.715	0.64	0.64	0.649	0.829	0.343	0.474	0.343	0.474	0.825
H1225TS198_4__H1225TS274_2	0.698	0.663	0.663	0.663	0.848	0.235	0.422	0.235	0.422	0.783
H1225TS198_4__H1225TS287_1	0.762	0.753	0.753	0.723	0.824	0.358	0.566	0.358	0.566	0.901
H1225TS204_1__H1225TS293_2	0.76	0.749	0.749	0.672	0.806	0.311	0.441	0.311	0.441	0.76
H1225TS208_3__H1225TS079_4	0.753	0.757	0.757	0.706	0.825	0.413	0.507	0.413	0.507	0.821
H1225TS208_3__H1225TS145_2	0.797	0.836	0.836	0.773	0.862	0.589	0.722	0.589	0.722	0.965
H1225TS208_4__H1225TS456_5	0.691	0.554	0.554	0.612	0.787	0.244	0.457	0.244	0.457	0.767
H1225TS219_5__H1225TS051_5	0.679	0.758	0.758	0.656	0.817	0.258	0.416	0.258	0.416	0.764
H1225TS219_5__H1225TS059_6	0.668	0.63	0.63	0.61	0.756	0.218	0.339	0.218	0.339	0.706
H1225TS219_5__H1225TS450_1	0.546	0.647	0.647	0.597	0.645	0.168	0.278	0.168	0.278	0.704
H1225TS221_2__H1225TS465_1	0.694	0.627	0.627	0.658	0.802	0.293	0.467	0.293	0.467	0.825
H1225TS221_3__H1225TS122_5	0.682	0.622	0.622	0.672	0.78	0.292	0.462	0.292	0.462	0.782
H1225TS241_4__H1225TS051_3	0.839	0.814	0.814	0.759	0.838	0.408	0.55	0.408	0.55	0.842
H1225TS261_3__H1225TS208_4	0.462	0.612	0.612	0.448	0.624	0.256	0.364	0.256	0.364	0.855
H1225TS262_5__H1225TS040_2	0.57	0.524	0.532	0.549	0.686	0.294	0.464	0.294	0.464	0.858
H1225TS264_1__H1225TS304_3	0.8	0.742	0.742	0.74	0.854	0.366	0.654	0.366	0.654	0.916
H1225TS264_2__H1225TS028_1	0.898	0.857	0.857	0.796	0.78	0.616	0.683	0.616	0.683	0.939
H1225TS264_5__H1225TS139_3	0.598	0.613	0.613	0.649	0.658	0.245	0.497	0.245	0.497	0.819
