input	target_atoms	model_atoms	total_input_atoms	CADscoreLT_global_score	CADscoreLT_remapped_global_score	CADscoreLT_refseq_global_score	CADscoreLT_iface_score	CADscoreLT_remapped_iface_score	CADscoreLT_refseq_iface_score	CADscoreLT_remapped_global_time	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
H1258TS475_2__H1258TS274_2	24622	24607	49229	0.825158	0.825255	0.825158	0.362047	0.362047	0.362047	1.61	0.353	0.216	0.216	0.301	0.236	0.182	0.278	0.182	0.278	0.792
H1258TS494_1__H1258TS191_1	24607	24024	48631	0.807475	0.812099	0.807475	0.14764	0.392506	0.14764	1.62	0.45	0.547	0.575	0.544	0.496	0.351	0.297	0.351	0.297	0.801
H1258TS494_3__H1258TS148_5	24607	24622	49229	0.818732	0.818732	0.818732	0.255949	0.255949	0.255949	1.65	0.292	0.353	0.353	0.413	0.321	0.291	0.272	0.291	0.272	0.838
H1258TS494_4__H1258TS311_1	24607	24622	49229	0.815288	0.815288	0.815288	0.327549	0.327549	0.327549	1.62	0.403	0.512	0.532	0.464	0.551	0.306	0.269	0.306	0.269	0.853
H1265TS014_1__H1265TS059_1	31221	31221	62442	0.564032	0.673483	0.672585	0.002736	0.023065	0.002453	3.2	0.084	0.023	0.023	0.009	0.223	0.019	0.026	0.019	0.026	0.136
H1265TS014_4__H1265TS219_5	31221	31221	62442	0.478419	0.640819	0.640819	0.001157	0.003608	0.000561	3.88	0.009	0.016	0.016	0.007	0.255	0.008	0.014	0.008	0.014	0.281
H1265TS022_1__H1265TS272_5	34720	34227	68947	0.343405	0.440007	0.438536	0	0.002348	0	3	0.01	0.011	0.071	0.003	0.073	0.026	0.034	0.005	0.005	0.204
H1265TS022_3__H1265TS198_4	6944	31221	38165	0.47965	0.729467	0.655848	0	0.031555	0	1.35	0.06	0.079	0.225	0.047	0.118	0.147	0.148	0.147	0.148	0.613
H1265TS023_2__H1265TS475_2	31248	31248	62496	0.51539	0.745502	0.736652	0.002479	0.1018	0	3.75	0.062	0.034	0.034	0.042	0.306	0.064	0.062	0.064	0.062	0.471
H1265TS023_3__H1265TS304_1	31248	31248	62496	0.563261	0.77427	0.766551	0.003187	0.080229	0	3.14	0.125	0.093	0.093	0.128	0.338	0.132	0.114	0.132	0.114	0.344
H1265TS023_4__H1265TS028_2	31248	31221	62469	0.574204	0.816458	0.791773	0.005372	0.349222	0.042335	2.95	0.274	0.192	0.192	0.264	0.401	0.246	0.258	0.246	0.258	0.276
H1265TS023_4__H1265TS294_2	31248	31248	62496	0.513598	0.69064	0.689551	0	0.0136	0	3.25	0.034	0.034	0.034	0.013	0.237	0.037	0.033	0.037	0.033	0.199
H1265TS028_1__H1265TS286_2	31221	31248	62469	0.788568	0.802633	0.788568	0.014835	0.178075	0.014835	3.15	0.222	0.164	0.164	0.196	0.518	0.21	0.211	0.21	0.211	0.594
H1265TS028_3__H1265TS219_4	31221	31221	62442	0.584637	0.840929	0.802397	0.043545	0.451971	0.123159	3.04	0.631	0.765	0.765	0.69	0.728	0.703	0.706	0.703	0.706	0.861
H1265TS031_3__H1265TS079_1	31221	31221	62442	0.633796	0.676453	0.67452	0.042247	0.067675	0.049027	3.67	0.114	0.087	0.087	0.04	0.219	0.101	0.08	0.101	0.08	0.398
H1265TS031_4__H1265TS022_3	31221	6944	38165	0.077383	0.175983	0.156878	0	0.054724	0.01194	1.39	0.098	0.116	0.245	0.08	0.159	0.492	0.097	0.063	0.039	0.158
H1265TS031_4__H1265TS167_4	31221	31248	62469	0.681927	0.726407	0.723364	0.107064	0.187458	0.096322	2.81	0.384	0.276	0.276	0.16	0.278	0.324	0.137	0.324	0.137	0.359
H1265TS031_4__H1265TS393_4	31221	31248	62469	0.687487	0.728011	0.727366	0.220279	0.24081	0.200635	3	0.424	0.332	0.332	0.205	0.324	0.328	0.14	0.328	0.14	0.535
H1265TS051_1__H1265TS345_3	31248	31248	62496	0.828584	0.841352	0.828584	0.133968	0.242402	0.133968	3.41	0.289	0.41	0.41	0.325	0.436	0.313	0.269	0.313	0.269	0.612
H1265TS051_6__H1265TS369_3	31221	30146	61367	0.611798	0.611833	0.611798	0	0.008542	0	3.12	0.051	0.04	0.04	0.02	0.263	0.038	0.03	0.036	0.03	0.313
H1265TS059_2__H1265TS425_3	31221	31248	62469	0.598507	0.722578	0.72067	0.025727	0.069477	0.041168	2.61	0.1	0.111	0.111	0.11	0.446	0.11	0.101	0.11	0.101	0.138
H1265TS059_5__H1265TS423_2	31221	31221	62442	0.567377	0.678041	0.677227	0.00683	0.013957	0.007709	2.75	0.026	0.05	0.05	0.008	0.117	0.038	0.038	0.038	0.038	0.117
H1265TS059_6__H1265TS331_3	31221	31248	62469	0.610998	0.740869	0.736836	0.056313	0.108217	0.077407	2.89	0.143	0.153	0.153	0.193	0.546	0.154	0.151	0.154	0.151	0.162
H1265TS075_2__H1265TS475_1	31248	31248	62496	0.770416	0.789105	0.770416	0.084019	0.170241	0.084019	3.5	0.382	0.263	0.263	0.218	0.418	0.293	0.152	0.293	0.152	0.628
H1265TS110_1__H1265TS028_4	31221	31221	62442	0.924848	0.967593	0.924848	0.433539	0.768351	0.433539	3.38	0.889	0.793	0.793	0.872	0.775	0.772	0.883	0.772	0.883	0.338
H1265TS122_1__H1265TS267_4	31248	31221	62469	0.511127	0.683084	0.68191	0.001644	0.017658	0.004723	3.18	0.043	0.104	0.104	0.046	0.256	0.076	0.085	0.076	0.085	0.439
H1265TS122_4__H1265TS293_2	31248	31221	62469	0.50919	0.670804	0.670804	0.000608	0.010405	0.003895	3.26	0.047	0.078	0.078	0.032	0.248	0.051	0.04	0.051	0.04	0.525
H1265TS145_2__H1265TS059_4	31221	31221	62442	0.568205	0.675373	0.675197	0.007934	0.033014	0.018949	4.65	0.116	0.071	0.071	0.031	0.255	0.098	0.05	0.098	0.05	0.207
H1265TS147_1__H1265TS494_1	31221	31167	62388	0.798844	0.82867	0.798844	0.071503	0.340664	0.071503	2.92	0.508	0.419	0.419	0.505	0.499	0.424	0.483	0.424	0.483	0.235
H1265TS147_3__H1265TS274_5	31221	31167	62388	0.817152	0.823147	0.817152	0.209791	0.27487	0.209791	3.32	0.48	0.473	0.473	0.556	0.514	0.489	0.464	0.489	0.464	0.139
H1265TS147_4__H1265TS345_2	31221	31248	62469	0.63577	0.766152	0.765035	0.046037	0.081287	0.073463	3.22	0.108	0.117	0.117	0.126	0.394	0.13	0.106	0.13	0.106	0.168
H1265TS147_5__H1265TS462_4	31221	31221	62442	0.850086	0.894043	0.850086	0.014896	0.540297	0.014896	3.29	0.65	0.723	0.723	0.704	0.643	0.747	0.736	0.747	0.736	0.332
H1265TS163_1__H1265TS393_2	31248	31248	62496	0.788806	0.853692	0.825744	0.069671	0.395776	0.069702	3.09	0.462	0.535	0.535	0.445	0.54	0.447	0.483	0.447	0.483	0.576
H1265TS164_3__H1265TS014_2	31248	31221	62469	0.631477	0.66164	0.658551	0.02315	0.057363	0.001853	2.97	0.057	0.083	0.083	0.068	0.232	0.047	0.089	0.047	0.089	0.371
H1265TS164_5__H1265TS139_4	31248	31221	62469	0.573533	0.684135	0.681197	0.030288	0.082249	0.045741	3.12	0.094	0.104	0.104	0.11	0.442	0.099	0.094	0.099	0.094	0.095
H1265TS167_2__H1265TS031_1	31248	31221	62469	0.483348	0.483348	0.483348	0	0	0	3.08	0.002	0.002	0.002	0	0.156	0.012	0.018	0.012	0.018	0.224
H1265TS167_2__H1265TS122_2	31248	31248	62496	0.408624	0.490117	0.489827	0	0	0	4	0.004	0.002	0.002	0	0.233	0.014	0.02	0.014	0.02	0.274
H1265TS167_3__H1265TS059_2	31248	31221	62469	0.352438	0.402896	0.40169	0	0.009508	0.000338	3.22	0.062	0.054	0.054	0.032	0.31	0.033	0.029	0.033	0.029	0.102
H1265TS196_4__H1265TS419_2	31221	31248	62469	0.642096	0.783839	0.780583	0.022055	0.143027	0.062847	4.28	0.201	0.142	0.142	0.139	0.347	0.205	0.164	0.205	0.164	0.352
H1265TS219_3__H1265TS284_2	31221	31248	62469	0.52577	0.751448	0.748211	0.0438	0.124328	0.070192	3.23	0.143	0.088	0.088	0.096	0.353	0.143	0.145	0.143	0.145	0.19
H1265TS221_3__H1265TS059_2	31248	31221	62469	0.759472	0.795856	0.759472	0.140337	0.628562	0.140337	3.21	0.745	0.789	0.789	0.74	0.786	0.708	0.769	0.708	0.769	0.719
H1265TS241_1__H1265TS139_6	31248	31221	62469	0.574791	0.686679	0.684875	0.025808	0.050788	0.050788	3.4	0.076	0.088	0.088	0.086	0.421	0.076	0.064	0.076	0.064	0.141
H1265TS241_2__H1265TS345_4	31248	31248	62496	0.746817	0.786624	0.782192	0.011554	0.072335	0.009344	3.3	0.074	0.209	0.209	0.149	0.281	0.112	0.121	0.112	0.121	0.314
H1265TS241_3__H1265TS241_5	31248	31248	62496	0.787404	0.791515	0.787404	0.159475	0.218525	0.159475	2.95	0.327	0.403	0.403	0.273	0.413	0.211	0.168	0.211	0.168	0.487
H1265TS241_4__H1265TS208_5	31248	31248	62496	0.84895	0.859405	0.84895	0.217719	0.329166	0.217719	3.2	0.357	0.505	0.505	0.461	0.432	0.395	0.42	0.395	0.42	0.538
H1265TS264_1__H1265TS241_2	31248	31248	62496	0.823876	0.840418	0.823876	0.23679	0.419581	0.23679	2.93	0.47	0.568	0.568	0.533	0.515	0.373	0.461	0.373	0.461	0.608
H1265TS264_1__H1265TS304_2	31248	31248	62496	0.829613	0.847089	0.829613	0.156397	0.489145	0.156397	2.85	0.449	0.593	0.593	0.577	0.524	0.378	0.48	0.378	0.48	0.684
H1265TS264_5__H1265TS028_2	31248	31221	62469	0.643588	0.779986	0.774178	0.057746	0.119008	0.043721	3.03	0.13	0.119	0.119	0.153	0.503	0.131	0.135	0.131	0.135	0.355
H1265TS264_5__H1265TS145_1	31248	31221	62469	0.688665	0.691052	0.688665	0.000759	0.04122	0.000759	3	0.062	0.145	0.145	0.071	0.247	0.077	0.078	0.077	0.078	0.353
H1265TS264_5__H1265TS164_5	31248	31248	62496	0.784917	0.857255	0.828781	0.071396	0.454712	0.141782	3.26	0.555	0.697	0.697	0.645	0.609	0.463	0.607	0.463	0.607	0.636
H1265TS264_5__H1265TS298_2	31248	31248	62496	0.814014	0.827592	0.814014	0.033198	0.180638	0.033198	3.03	0.287	0.424	0.424	0.323	0.36	0.285	0.295	0.285	0.295	0.559
H1265TS264_6__H1265TS423_3	31248	31221	62469	0.592829	0.593016	0.592829	0	0.010037	0	3.36	0.012	0.025	0.025	0.013	0.234	0.028	0.036	0.028	0.036	0.302
H1265TS267_3__H1265TS110_1	31221	31221	62442	0.44957	0.574403	0.572434	0	0.00967	0.000417	3.25	0.072	0.053	0.053	0.032	0.353	0.076	0.034	0.076	0.034	0.312
H1265TS267_4__H1265TS167_5	31221	31248	62469	0.541997	0.57519	0.573608	0	0.00618	0	3.2	0.076	0.028	0.028	0.009	0.186	0.039	0.022	0.039	0.022	0.268
H1265TS272_1__H1265TS261_5	34227	31221	65448	0.393963	0.394451	0.393963	0	0.00134	0	3.27	0.013	0.006	0.051	0.002	0.081	0.04	0.039	0.004	0.007	0.157
H1265TS272_5__H1265TS040_4	34227	31221	65448	0.453529	0.456362	0.456282	0	0	0	4.09	0.001	0	0.001	0	0.095	0.015	0.014	0.003	0.001	0.242
H1265TS274_1__H1265TS262_4	31167	31221	62388	0.644566	0.79175	0.783505	0.013583	0.115144	0.013583	2.81	0.086	0.083	0.084	0.095	0.288	0.089	0.078	0.089	0.078	0.279
H1265TS274_4__H1265TS272_3	31167	34227	65394	0.483908	0.488087	0.483908	0	0	0	3.77	0	0	0	0	0.031	0	0	0	0	0.367
H1265TS284_2__H1265TS267_2	31248	31221	62469	0.506585	0.669829	0.668976	0.000204	0.011577	0.000103	3.36	0.01	0.045	0.045	0.041	0.17	0.014	0.038	0.014	0.038	0.273
H1265TS284_3__H1265TS388_1	31248	31221	62469	0.660263	0.692017	0.690817	0.024965	0.056819	0.049907	3.31	0.128	0.071	0.071	0.074	0.344	0.081	0.053	0.081	0.053	0.172
H1265TS286_1__H1265TS456_1	31248	34720	65968	0.424727	0.79828	0.767682	0.001111	0.265996	0.078068	3.28	0.345	0.261	0.293	0.332	0.549	0.307	0.365	0.307	0.365	0.226
H1265TS286_2__H1265TS419_1	31248	31248	62496	1	1	1	1	1	1	3.07	1	1	1	1	1	1	1	1	1	1
H1265TS286_4__H1265TS148_5	31248	31248	62496	0.673497	0.843191	0.828576	0.169081	0.586223	0.374893	2.83	0.634	0.617	0.617	0.666	0.57	0.628	0.69	0.628	0.69	0.548
H1265TS286_5__H1265TS022_4	31248	4740	35988	0.083967	0.119621	0.118206	0	0.017824	0.01589	1.22	0.024	0.029	0.236	0.036	0.033	0.498	0.745	0.018	0.021	0.141
H1265TS294_3__H1265TS059_5	31248	31221	62469	0.657825	0.665254	0.657825	0.019378	0.106479	0.019378	3.03	0.108	0.112	0.112	0.146	0.415	0.104	0.134	0.104	0.134	0.099
H1265TS301_3__H1265TS028_1	31248	31221	62469	0.697792	0.729053	0.726637	0.006974	0.021481	0.006965	3.37	0.062	0.057	0.057	0.029	0.357	0.073	0.024	0.073	0.024	0.208
H1265TS304_1__H1265TS375_3	31248	31248	62496	0.870634	0.875424	0.870634	0.388344	0.388344	0.388344	2.98	0.537	0.6	0.6	0.666	0.595	0.481	0.602	0.481	0.602	0.527
H1265TS304_2__H1265TS423_4	31248	31221	62469	0.648142	0.648142	0.648142	0.006954	0.016684	0.006954	3.09	0.018	0.034	0.034	0.013	0.218	0.026	0.031	0.026	0.031	0.277
H1265TS304_3__H1265TS304_5	31248	31248	62496	0.857758	0.860131	0.857758	0.488695	0.488695	0.488695	2.9	0.571	0.546	0.546	0.531	0.466	0.479	0.586	0.479	0.586	0.721
H1265TS304_4__H1265TS475_1	31248	31248	62496	0.636289	0.834247	0.830644	0.082238	0.275901	0.223395	3.1	0.374	0.447	0.447	0.39	0.37	0.368	0.396	0.368	0.396	0.607
H1265TS304_5__H1265TS221_1	31248	31248	62496	0.635758	0.779392	0.772172	0.01069	0.116039	0.032391	3.05	0.141	0.12	0.12	0.165	0.498	0.126	0.136	0.126	0.136	0.161
H1265TS312_3__H1265TS040_4	31248	31221	62469	0.573077	0.773279	0.762029	0	0.165207	0	3.11	0.158	0.118	0.118	0.15	0.392	0.125	0.189	0.125	0.189	0.373
H1265TS312_4__H1265TS423_2	31248	31221	62469	0.708284	0.708589	0.708284	0.007615	0.027722	0.007615	2.95	0.061	0.142	0.142	0.022	0.111	0.068	0.085	0.068	0.085	0.573
H1265TS319_1__H1265TS139_1	31248	31221	62469	0.568394	0.67663	0.67663	0.051747	0.074811	0.074811	2.88	0.102	0.106	0.106	0.117	0.402	0.096	0.107	0.096	0.107	0.145
H1265TS319_3__H1265TS375_2	31248	31248	62496	0.778208	0.790678	0.778208	0.179368	0.349263	0.179368	3.31	0.357	0.333	0.333	0.284	0.508	0.434	0.432	0.434	0.432	0.519
H1265TS319_5__H1265TS304_5	31221	31248	62469	0.667877	0.668335	0.667877	0.011408	0.023745	0.011408	3.19	0.157	0.082	0.082	0.031	0.277	0.091	0.047	0.091	0.047	0.385
H1265TS322_3__H1265TS208_2	31221	31248	62469	0.579794	0.795597	0.795047	0.035915	0.175974	0.168422	2.86	0.244	0.316	0.316	0.315	0.406	0.215	0.235	0.215	0.235	0.112
H1265TS322_3__H1265TS419_2	31221	31248	62469	0.588937	0.825091	0.809309	0.010982	0.381286	0.107052	2.84	0.432	0.383	0.383	0.417	0.651	0.447	0.448	0.447	0.448	0.73
H1265TS331_1__H1265TS052_5	31248	4740	35988	0.079488	0.107533	0.107282	3e-04	0	0	1.2	0	0	0.002	0	0.052	0.016	0.021	0.001	0.001	0.086
H1265TS331_3__H1265TS040_4	31248	31221	62469	0.588669	0.814214	0.802689	0.002809	0.176227	0	3.06	0.201	0.132	0.132	0.177	0.439	0.173	0.233	0.173	0.233	0.384
H1265TS345_2__H1265TS264_1	31248	31248	62496	0.819176	0.825597	0.819176	0.125276	0.207857	0.125276	3.15	0.279	0.407	0.407	0.326	0.414	0.323	0.301	0.323	0.301	0.691
H1265TS369_1__H1265TS059_1	30146	31221	61367	0.578598	0.698629	0.698059	0.02007	0.055683	0.032669	3.16	0.101	0.075	0.078	0.064	0.36	0.09	0.046	0.09	0.046	0.185
H1265TS369_1__H1265TS494_2	30146	31167	61313	0.628148	0.769566	0.763856	0	0.065431	0	3.26	0.123	0.102	0.106	0.08	0.33	0.121	0.061	0.121	0.061	0.151
H1265TS369_2__H1265TS164_5	30146	31248	61394	0.785955	0.857386	0.823297	0.09236	0.406619	0.099723	3.64	0.466	0.433	0.447	0.429	0.53	0.413	0.473	0.413	0.473	0.709
H1265TS369_4__H1265TS345_2	30146	31248	61394	0.811081	0.812014	0.811081	0.159755	0.183355	0.159755	2.63	0.243	0.282	0.291	0.255	0.38	0.246	0.251	0.246	0.251	0.398
H1265TS369_5__H1265TS293_5	30146	31221	61367	0.725241	0.753901	0.753901	0.036896	0.054574	0.036896	3.02	0.093	0.159	0.16	0.029	0.103	0.138	0.184	0.138	0.184	0.485
H1265TS375_2__H1265TS208_1	31248	31248	62496	0.816142	0.823959	0.816142	0.145457	0.213443	0.145457	3.35	0.46	0.388	0.388	0.288	0.471	0.369	0.215	0.369	0.215	0.736
H1265TS375_4__H1265TS079_4	31248	31221	62469	0.68193	0.708546	0.707811	0.018718	0.057173	0.020289	2.82	0.098	0.2	0.2	0.077	0.201	0.138	0.165	0.138	0.165	0.403
H1265TS388_5__H1265TS425_4	31221	31248	62469	0.581389	0.702161	0.701552	0	0.005554	0	2.97	0.01	0.028	0.028	0.016	0.209	0.024	0.027	0.024	0.027	0.155
H1265TS393_2__H1265TS462_1	31248	31221	62469	0.637795	0.776767	0.77011	0.012359	0.087832	0.024149	2.98	0.12	0.113	0.113	0.126	0.473	0.131	0.128	0.131	0.128	0.357
H1265TS419_5__H1265TS147_4	31248	31221	62469	0.793328	0.798694	0.793328	0.134719	0.170447	0.134719	3.08	0.197	0.151	0.151	0.207	0.638	0.186	0.219	0.186	0.219	0.119
H1265TS423_3__H1265TS261_1	31221	31221	62442	0.443405	0.487875	0.48703	0.00044	0.004759	5.5e-05	3.94	0.058	0.03	0.03	0.017	0.37	0.025	0.025	0.025	0.025	0.271
H1265TS450_1__H1265TS147_1	31248	31221	62469	0.647672	0.789922	0.783134	0.028275	0.086206	0.044749	2.95	0.158	0.125	0.125	0.137	0.354	0.152	0.155	0.152	0.155	0.291
H1265TS450_3__H1265TS022_5	31248	4740	35988	0.051887	0.064394	0.061838	0	0	0	1.53	0	0	0	0	0.03	0.029	0.031	0.001	0.001	0.07
H1265TS450_4__H1265TS221_3	31248	31248	62496	0.601111	0.720462	0.71419	0.018911	0.083149	0.026559	3.46	0.123	0.091	0.091	0.09	0.368	0.092	0.075	0.092	0.075	0.185
H1265TS462_1__H1265TS322_1	31221	31221	62442	0.583021	0.81712	0.803588	0.008067	0.258759	0.088125	3.02	0.363	0.367	0.367	0.374	0.537	0.33	0.39	0.33	0.39	0.326
H1265TS462_3__H1265TS167_2	31221	31248	62469	0.426402	0.490963	0.490879	0.000201	0.000761	0	3.38	0.011	0.003	0.003	0	0.235	0.009	0.01	0.009	0.01	0.216
H1265TS465_2__H1265TS028_2	31221	31221	62442	0.619156	0.741627	0.741627	0.027025	0.089812	0.058816	3.77	0.159	0.101	0.101	0.08	0.359	0.119	0.074	0.119	0.074	0.299
H1265TS475_2__H1265TS198_5	31248	31221	62469	0.509937	0.642431	0.642431	0.002412	0.008168	0.004088	3.32	0.034	0.038	0.038	0.022	0.274	0.045	0.043	0.045	0.043	0.27
H1265TS475_5__H1265TS274_5	31248	31167	62415	0.747236	0.781017	0.781017	0.062565	0.064656	0.05858	3.1	0.115	0.108	0.108	0.134	0.39	0.12	0.114	0.12	0.114	0.219
H1265TS494_1__H1265TS284_3	31167	31248	62415	0.731994	0.774638	0.763546	0.000951	0.106644	0	3.38	0.087	0.05	0.05	0.055	0.335	0.098	0.088	0.098	0.088	0.267
H1265TS494_2__H1265TS023_1	31167	31248	62415	0.594531	0.846114	0.829155	0.075481	0.493502	0.274063	2.65	0.633	0.447	0.45	0.516	0.424	0.513	0.582	0.513	0.582	0.312
H1265TS494_2__H1265TS122_3	31167	31248	62415	0.766646	0.813126	0.800149	0.001287	0.134053	0	3.31	0.135	0.124	0.124	0.147	0.364	0.124	0.121	0.124	0.121	0.187
H1265TS494_5__H1265TS274_1	31167	31167	62334	0.843901	0.870286	0.843901	0	0.262989	0	3.07	0.513	0.31	0.312	0.405	0.45	0.464	0.474	0.464	0.474	0.373
H1267TS014_2__H1267TS393_1	14746	14746	29492	0.762891	0.786976	0.762891	0	0.368536	0	0.94	0.43	0.481	0.481	0.572	0.426	0.212	0.362	0.212	0.362	0.489
H1267TS014_4__H1267TS139_5	14746	14742	29488	0.740081	0.764706	0.740081	0	0.373605	0	0.95	0.422	0.514	0.514	0.584	0.441	0.214	0.38	0.214	0.38	0.49
H1267TS014_5__H1267TS031_4	14746	14742	29488	0.798595	0.829317	0.798595	0.084418	0.636939	0.084418	0.95	0.737	0.887	0.887	0.779	0.821	0.668	0.738	0.668	0.738	0.993
H1267TS014_6__H1267TS059_5	14746	14741	29487	0.510006	0.779124	0.779124	0	0.526224	0.526224	0.93	0.628	0.574	0.574	0.573	0.548	0.411	0.372	0.411	0.372	0.746
H1267TS022_1__H1267TS267_4	14746	14746	29492	0.856563	0.856563	0.856563	0.627188	0.627207	0.627188	0.91	0.642	0.718	0.718	0.745	0.657	0.247	0.599	0.247	0.599	0.496
H1267TS023_4__H1267TS015_1	14746	14746	29492	0.520092	0.818247	0.818247	0	0.390021	0.390021	0.93	0.447	0.485	0.485	0.594	0.466	0.238	0.41	0.238	0.41	0.492
H1267TS028_1__H1267TS145_1	14746	14746	29492	0.589071	0.922351	0.922351	0.375515	0.883792	0.883401	0.93	0.948	0.979	0.979	0.962	0.952	0.844	0.759	0.844	0.759	0.989
H1267TS028_4__H1267TS028_2	14746	14746	29492	0.855489	0.85549	0.855489	0.721999	0.721999	0.721999	0.95	0.82	0.931	0.931	0.892	0.828	0.566	0.727	0.566	0.727	0.934
H1267TS031_3__H1267TS164_2	14742	14746	29488	0.838979	0.868833	0.838979	0	0.560134	0	0.93	0.602	0.592	0.592	0.712	0.524	0.28	0.606	0.28	0.606	0.497
H1267TS031_5__H1267TS091_5	14742	14746	29488	0.806533	0.832143	0.806533	0	0.476861	0	0.96	0.515	0.562	0.562	0.67	0.519	0.226	0.489	0.226	0.489	0.492
H1267TS040_2__H1267TS171_2	14746	14746	29492	0.495187	0.759617	0.759575	0	0.484274	0.484274	0.92	0.508	0.623	0.623	0.67	0.601	0.305	0.564	0.305	0.564	0.701
H1267TS040_4__H1267TS198_2	14746	14746	29492	0.506453	0.784015	0.783998	0	0.512697	0.51222	0.93	0.517	0.616	0.616	0.683	0.563	0.277	0.582	0.277	0.582	0.5
H1267TS040_4__H1267TS198_4	14746	14746	29492	0.497461	0.765555	0.765555	0	0.512355	0.512331	0.96	0.556	0.666	0.666	0.685	0.664	0.318	0.563	0.318	0.563	0.789
H1267TS051_4__H1267TS264_5	14746	14746	29492	0.839081	0.866225	0.839081	0.091845	0.715715	0.091845	0.94	0.841	0.933	0.933	0.872	0.842	0.681	0.712	0.681	0.712	0.971
H1267TS052_4__H1267TS164_2	14746	14746	29492	0.84872	0.876535	0.84872	0.099605	0.743409	0.099605	0.95	0.837	0.942	0.942	0.869	0.87	0.671	0.773	0.671	0.773	0.962
H1267TS059_3__H1267TS139_4	14741	14742	29483	0.492337	0.752597	0.729692	0	0.62671	0.084775	0.94	0.674	0.861	0.861	0.801	0.777	0.524	0.593	0.524	0.593	0.944
H1267TS059_6__H1267TS290_4	14741	14746	29487	0.526772	0.820293	0.79275	0	0.758523	0.100387	0.91	0.834	0.934	0.934	0.876	0.865	0.846	0.787	0.846	0.787	0.984
H1267TS075_5__H1267TS015_4	14746	14746	29492	0.801801	0.801801	0.801801	0.520837	0.520837	0.520837	0.94	0.536	0.654	0.654	0.663	0.612	0.221	0.512	0.221	0.512	0.508
H1267TS079_2__H1267TS267_5	14742	14746	29488	0.840729	0.867875	0.840729	0	0.48313	0	0.94	0.559	0.57	0.57	0.673	0.508	0.232	0.466	0.232	0.466	0.495
H1267TS079_2__H1267TS425_4	14742	14746	29488	0.770022	0.792572	0.770022	0	0.400976	0	0.95	0.479	0.523	0.523	0.583	0.424	0.122	0.243	0.122	0.243	0.435
H1267TS085_4__H1267TS272_4	14746	14742	29488	0.841932	0.869975	0.841932	0.137609	0.841769	0.137609	0.99	0.887	0.962	0.962	0.924	0.894	0.716	0.747	0.716	0.747	0.979
H1267TS085_4__H1267TS465_5	14746	14742	29488	0.801994	0.801994	0.801994	0.684599	0.687433	0.684599	0.93	0.658	0.744	0.744	0.753	0.668	0.262	0.379	0.262	0.379	0.458
H1267TS110_2__H1267TS023_2	14746	14746	29492	0.56692	0.908654	0.908299	0.001179	0.821992	0.82088	0.93	0.883	0.947	0.947	0.919	0.88	0.683	0.778	0.683	0.778	0.988
H1267TS110_3__H1267TS117_4	14746	14746	29492	0.472983	0.70761	0.70761	0	0.529143	0.529143	0.96	0.515	0.645	0.645	0.675	0.562	0.268	0.547	0.268	0.547	0.498
H1267TS122_3__H1267TS301_3	14746	14746	29492	0.926313	0.926512	0.926313	0.875134	0.875738	0.875134	0.92	0.948	0.974	0.974	0.951	0.964	0.891	0.905	0.891	0.905	0.985
H1267TS139_2__H1267TS164_2	14742	14746	29488	0.800301	0.800795	0.800301	0.610138	0.612782	0.610138	0.94	0.66	0.704	0.704	0.747	0.613	0.388	0.674	0.388	0.674	0.511
H1267TS139_3__H1267TS331_2	14742	14746	29488	0.770882	0.770882	0.770882	0.367857	0.367891	0.367857	0.91	0.426	0.548	0.548	0.541	0.5	0.217	0.24	0.217	0.24	0.459
H1267TS139_4__H1267TS148_4	14742	14746	29488	0.509843	0.781506	0.757053	0	0.593498	0	0.95	0.608	0.484	0.484	0.584	0.44	0.269	0.547	0.269	0.547	0.488
H1267TS145_5__H1267TS028_1	14746	14746	29492	0.572094	0.882118	0.881949	0.391664	0.762375	0.761658	0.93	0.815	0.746	0.746	0.835	0.747	0.422	0.758	0.422	0.758	0.514
H1267TS145_5__H1267TS298_3	14746	14742	29488	0.843326	0.87176	0.843326	0.004558	0.723247	0.004558	0.94	0.789	0.72	0.72	0.815	0.748	0.356	0.633	0.356	0.633	0.511
H1267TS147_1__H1267TS304_1	14746	14746	29492	0.552703	0.873924	0.847145	0	0.751787	0.113995	0.94	0.856	0.927	0.927	0.884	0.823	0.81	0.778	0.81	0.778	0.978
H1267TS148_1__H1267TS393_6	14746	14746	29492	0.927354	0.927354	0.927354	0.897262	0.897262	0.897262	0.91	0.959	0.984	0.984	0.963	0.969	0.946	0.945	0.946	0.945	0.997
H1267TS163_2__H1267TS272_1	14746	14742	29488	0.862948	0.862997	0.862948	0.739806	0.74116	0.739806	0.94	0.821	0.925	0.925	0.873	0.884	0.723	0.729	0.723	0.729	0.962
H1267TS163_5__H1267TS117_3	14746	14746	29492	0.705424	0.705424	0.705424	0.51875	0.51875	0.51875	0.96	0.536	0.663	0.663	0.68	0.589	0.231	0.566	0.231	0.566	0.491
H1267TS164_1__H1267TS301_1	14746	14746	29492	0.844926	0.873006	0.844926	0.111987	0.762343	0.111987	0.92	0.851	0.945	0.945	0.898	0.879	0.821	0.776	0.821	0.776	0.981
