model	rmsd
model_2br1_549.cif	3.06
model_2br1_554.cif	2.69
model_2br1_566.cif	5.25
model_2br1_572.cif	2.66
model_2br1_588.cif	2.03
model_2br1_598.cif	5.41
model_2br1_606.cif	4.02
model_2br1_621.cif	5.23
model_2br1_630.cif	3.80
model_2br1_649.cif	7.01
model_2br1_663.cif	1.75
model_2br1_666.cif	2.95
model_2br1_673.cif	6.44
model_2br1_675.cif	2.14
model_2br1_689.cif	2.34
model_2br1_694.cif	6.63
model_2br1_710.cif	6.46
model_2br1_723.cif	4.18
model_2br1_744.cif	1.54
model_2br1_746.cif	4.18
model_2br1_760.cif	5.12
model_2br1_762.cif	1.42
model_2br1_763.cif	0.93
model_2br1_764.cif	5.45
model_2br1_767.cif	4.66
model_2br1_769.cif	1.24
model_2br1_789.cif	3.20
model_2br1_790.cif	5.04
model_2br1_831.cif	4.16
model_2br1_835.cif	3.83
model_2br1_850.cif	4.08
model_2br1_854.cif	4.41
model_2br1_857.cif	2.67
model_2br1_866.cif	1.46
model_2br1_873.cif	1.63
model_2br1_879.cif	1.62
model_2br1_897.cif	4.14
model_2br1_952.cif	6.00
model_2br1_966.cif	5.19
model_2br1_976.cif	1.62
model_2br1_984.cif	4.41
model_2br1_988.cif	6.01
model_2br1_ligand.cif	0.00
model_2brb_128.cif	4.54
model_2brb_13.cif	4.14
model_2brb_146.cif	4.83
model_2brb_183.cif	3.97
model_2brb_214.cif	1.07
model_2brb_223.cif	0.81
model_2brb_246.cif	0.98
model_2brb_285.cif	4.32
model_2brb_302.cif	0.71
model_2brb_318.cif	0.71
model_2brb_361.cif	0.54
model_2brb_383.cif	0.62
model_2brb_405.cif	5.63
model_2brb_406.cif	6.54
model_2brb_408.cif	6.38
model_2brb_425.cif	6.50
model_2brb_442.cif	6.55
model_2brb_449.cif	5.75
model_2brb_452.cif	4.37
model_2brb_460.cif	3.39
model_2brb_466.cif	6.06
model_2brb_469.cif	5.35
model_2brb_474.cif	3.65
model_2brb_477.cif	4.50
model_2brb_490.cif	1.71
model_2brb_494.cif	5.04
model_2brb_501.cif	2.99
model_2brb_502.cif	2.45
model_2brb_514.cif	3.02
model_2brb_521.cif	2.26
model_2brb_522.cif	2.23
model_2brb_533.cif	3.99
model_2brb_539.cif	5.01
model_2brb_550.cif	5.03
model_2brb_558.cif	2.27
model_2brb_568.cif	2.59
model_2brb_582.cif	3.22
model_2brb_586.cif	4.47
model_2brb_593.cif	3.23
model_2brb_594.cif	4.39
model_2brb_596.cif	1.62
model_2brb_597.cif	2.96
model_2brb_601.cif	7.08
model_2brb_608.cif	4.27
model_2brb_624.cif	3.54
model_2brb_643.cif	3.95
model_2brb_655.cif	6.58
model_2brb_666.cif	4.25
model_2brb_671.cif	2.93
model_2brb_672.cif	3.95
model_2brb_674.cif	5.18
model_2brb_675.cif	2.51
model_2brb_682.cif	1.09
model_2brb_693.cif	2.50
model_2brb_696.cif	5.09
model_2brb_697.cif	1.88
model_2brb_705.cif	0.77
model_2brb_713.cif	1.46
model_2brb_743.cif	0.71
model_2brb_745.cif	1.81
model_2brb_751.cif	1.42
model_2brb_752.cif	0.93
model_2brb_754.cif	5.04
model_2brb_759.cif	5.57
model_2brb_85.cif	0.93
model_2brb_88.cif	1.31
model_2brb_94.cif	6.10
model_2brb_941.cif	1.60
model_2brb_ligand.cif	0.00
model_2c3i_16.cif	0.97
model_2c3i_32.cif	5.67
model_2c3i_338.cif	1.57
model_2c3i_382.cif	2.75
model_2c3i_387.cif	0.98
model_2c3i_389.cif	2.26
model_2c3i_403.cif	2.46
model_2c3i_412.cif	4.54
model_2c3i_424.cif	4.00
model_2c3i_435.cif	0.99
model_2c3i_441.cif	6.06
model_2c3i_444.cif	5.61
model_2c3i_45.cif	1.63
model_2c3i_453.cif	2.04
model_2c3i_456.cif	4.30
model_2c3i_482.cif	4.30
model_2c3i_491.cif	1.76
model_2c3i_494.cif	4.26
model_2c3i_503.cif	5.10
model_2c3i_506.cif	4.40
model_2c3i_507.cif	5.08
model_2c3i_521.cif	5.01
model_2c3i_522.cif	3.71
model_2c3i_556.cif	2.88
model_2c3i_559.cif	4.64
model_2c3i_56.cif	4.57
model_2c3i_560.cif	4.54
model_2c3i_571.cif	5.38
model_2c3i_573.cif	3.34
model_2c3i_574.cif	3.71
model_2c3i_580.cif	3.98
model_2c3i_590.cif	3.84
model_2c3i_592.cif	3.72
model_2c3i_603.cif	4.99
model_2c3i_609.cif	2.48
model_2c3i_619.cif	2.96
model_2c3i_62.cif	2.01
model_2c3i_637.cif	4.21
model_2c3i_650.cif	1.80
model_2c3i_658.cif	6.04
model_2c3i_659.cif	2.62
model_2c3i_663.cif	6.35
model_2c3i_675.cif	3.89
model_2c3i_680.cif	1.24
model_2c3i_687.cif	6.10
model_2c3i_690.cif	3.12
model_2c3i_693.cif	2.07
model_2c3i_696.cif	5.30
model_2c3i_699.cif	6.42
model_2c3i_719.cif	5.28
model_2c3i_720.cif	1.18
model_2c3i_729.cif	0.68
model_2c3i_734.cif	0.97
model_2c3i_743.cif	5.06
model_2c3i_746.cif	3.98
model_2c3i_749.cif	5.24
model_2c3i_799.cif	0.90
model_2c3i_818.cif	1.74
model_2c3i_823.cif	0.88
model_2c3i_846.cif	0.69
model_2c3i_857.cif	1.06
model_2c3i_861.cif	0.85
model_2c3i_895.cif	0.73
model_2c3i_917.cif	1.48
model_2c3i_954.cif	1.50
model_2c3i_ligand.cif	0.00
model_2cbv_291.cif	0.47
model_2cbv_312.cif	0.58
model_2cbv_409.cif	0.97
model_2cbv_413.cif	2.02
model_2cbv_422.cif	0.93
model_2cbv_452.cif	0.96
model_2cbv_453.cif	2.15
model_2cbv_470.cif	1.86
model_2cbv_484.cif	3.08
model_2cbv_489.cif	1.86
model_2cbv_499.cif	1.40
model_2cbv_524.cif	4.19
model_2cbv_528.cif	5.70
model_2cbv_541.cif	4.11
model_2cbv_542.cif	3.01
model_2cbv_546.cif	4.51
model_2cbv_547.cif	4.62
model_2cbv_548.cif	5.53
model_2cbv_550.cif	3.03
model_2cbv_551.cif	3.50
model_2cbv_552.cif	4.11
model_2cbv_553.cif	6.49
model_2cbv_556.cif	2.75
model_2cbv_560.cif	5.49
model_2cbv_561.cif	6.12
model_2cbv_562.cif	5.36
model_2cbv_563.cif	6.06
model_2cbv_564.cif	5.08
model_2cbv_566.cif	5.12
model_2cbv_567.cif	4.66
model_2cbv_568.cif	4.38
model_2cbv_571.cif	4.90
model_2cbv_573.cif	4.38
model_2cbv_579.cif	4.82
model_2cbv_583.cif	5.70
model_2cbv_586.cif	6.44
model_2cbv_590.cif	6.73
model_2cbv_591.cif	5.72
model_2cbv_592.cif	6.11
model_2cbv_593.cif	6.81
model_2cbv_595.cif	3.16
model_2cbv_596.cif	5.46
model_2cbv_62.cif	0.42
model_2cbv_658.cif	3.21
model_2cbv_661.cif	2.62
model_2cbv_675.cif	3.40
model_2cbv_685.cif	3.10
model_2cbv_696.cif	3.36
model_2cbv_712.cif	0.58
model_2cbv_719.cif	0.38
model_2cbv_753.cif	1.99
model_2cbv_759.cif	2.13
model_2cbv_770.cif	2.51
model_2cbv_772.cif	2.41
model_2cbv_773.cif	1.71
model_2cbv_781.cif	2.46
model_2cbv_785.cif	1.93
model_2cbv_869.cif	1.86
model_2cbv_871.cif	1.72
model_2cbv_872.cif	3.09
model_2cbv_877.cif	1.30
model_2cbv_881.cif	2.36
model_2cbv_90.cif	0.25
model_2cbv_945.cif	0.99
model_2cbv_984.cif	2.05
model_2cbv_985.cif	2.00
model_2cbv_ligand.cif	0.00
model_2cet_108.cif	1.21
model_2cet_123.cif	0.94
model_2cet_125.cif	2.48
model_2cet_188.cif	0.68
model_2cet_313.cif	0.85
model_2cet_326.cif	0.97
model_2cet_359.cif	0.88
model_2cet_378.cif	4.07
model_2cet_406.cif	2.78
model_2cet_418.cif	7.12
model_2cet_419.cif	3.11
model_2cet_421.cif	6.77
model_2cet_430.cif	7.19
model_2cet_435.cif	3.53
model_2cet_436.cif	2.77
model_2cet_452.cif	5.97
model_2cet_457.cif	7.65
model_2cet_458.cif	3.64
model_2cet_466.cif	5.90
model_2cet_469.cif	7.25
model_2cet_474.cif	7.68
model_2cet_478.cif	7.67
model_2cet_481.cif	1.70
model_2cet_518.cif	6.65
model_2cet_522.cif	5.75
model_2cet_524.cif	1.44
model_2cet_528.cif	6.01
model_2cet_529.cif	3.36
model_2cet_533.cif	3.86
model_2cet_540.cif	8.27
model_2cet_548.cif	7.30
model_2cet_550.cif	5.33
model_2cet_552.cif	6.71
model_2cet_554.cif	6.45
model_2cet_556.cif	4.40
model_2cet_560.cif	2.86
model_2cet_561.cif	5.16
model_2cet_564.cif	1.26
model_2cet_566.cif	5.81
model_2cet_567.cif	4.85
model_2cet_568.cif	5.55
model_2cet_569.cif	6.56
model_2cet_570.cif	7.50
model_2cet_578.cif	8.37
model_2cet_580.cif	2.73
model_2cet_581.cif	3.27
model_2cet_585.cif	7.41
model_2cet_588.cif	4.84
model_2cet_589.cif	5.10
model_2cet_591.cif	6.21
model_2cet_592.cif	2.52
model_2cet_593.cif	4.50
model_2cet_594.cif	4.41
model_2cet_595.cif	6.15
model_2cet_599.cif	3.18
model_2cet_643.cif	4.45
model_2cet_656.cif	8.08
model_2cet_662.cif	5.78
model_2cet_665.cif	2.23
model_2cet_668.cif	4.61
model_2cet_669.cif	7.78
model_2cet_672.cif	6.78
model_2cet_673.cif	6.24
model_2cet_676.cif	5.21
model_2cet_679.cif	2.62
model_2cet_682.cif	4.43
model_2cet_689.cif	3.47
model_2cet_699.cif	5.00
model_2cet_722.cif	1.98
model_2cet_725.cif	0.83
model_2cet_734.cif	0.98
model_2cet_741.cif	0.74
model_2cet_742.cif	0.89
model_2cet_745.cif	3.23
model_2cet_756.cif	0.77
model_2cet_761.cif	1.51
model_2cet_765.cif	2.93
model_2cet_768.cif	2.99
model_2cet_776.cif	1.08
model_2cet_777.cif	3.44
model_2cet_855.cif	1.30
model_2cet_857.cif	1.47
model_2cet_875.cif	1.79
model_2cet_ligand.cif	0.00
model_2fvd_10.cif	6.00
model_2fvd_102.cif	0.95
model_2fvd_105.cif	3.34
model_2fvd_107.cif	9.57
model_2fvd_116.cif	3.02
model_2fvd_118.cif	3.82
model_2fvd_121.cif	5.08
model_2fvd_122.cif	2.79
model_2fvd_126.cif	9.84
model_2fvd_136.cif	3.47
model_2fvd_169.cif	6.18
model_2fvd_175.cif	5.93
model_2fvd_188.cif	9.92
model_2fvd_200.cif	5.18
model_2fvd_204.cif	2.44
model_2fvd_210.cif	0.64
model_2fvd_211.cif	0.85
model_2fvd_219.cif	7.94
model_2fvd_220.cif	6.85
model_2fvd_223.cif	0.61
model_2fvd_225.cif	2.07
model_2fvd_235.cif	0.87
model_2fvd_238.cif	7.62
model_2fvd_24.cif	5.83
model_2fvd_243.cif	7.60
model_2fvd_266.cif	9.53
model_2fvd_270.cif	1.02
model_2fvd_275.cif	0.92
model_2fvd_282.cif	8.26
model_2fvd_286.cif	1.08
model_2fvd_288.cif	0.54
model_2fvd_292.cif	1.08
model_2fvd_309.cif	8.26
model_2fvd_312.cif	7.64
model_2fvd_34.cif	0.83
model_2fvd_345.cif	1.41
model_2fvd_348.cif	8.61
model_2fvd_369.cif	2.94
model_2fvd_382.cif	3.14
model_2fvd_388.cif	9.28
model_2fvd_39.cif	0.97
model_2fvd_397.cif	8.80
model_2fvd_40.cif	1.03
model_2fvd_408.cif	7.48
model_2fvd_410.cif	5.08
model_2fvd_42.cif	3.04
model_2fvd_421.cif	2.40
model_2fvd_428.cif	4.02
model_2fvd_434.cif	5.27
model_2fvd_435.cif	8.02
model_2fvd_443.cif	4.51
model_2fvd_467.cif	2.59
model_2fvd_468.cif	6.25
model_2fvd_469.cif	6.87
model_2fvd_475.cif	7.64
model_2fvd_478.cif	4.02
model_2fvd_48.cif	6.58
model_2fvd_484.cif	8.02
model_2fvd_490.cif	3.34
model_2fvd_495.cif	3.17
model_2fvd_50.cif	6.50
model_2fvd_505.cif	3.29
model_2fvd_553.cif	4.86
model_2fvd_555.cif	2.09
model_2fvd_585.cif	6.62
model_2fvd_592.cif	7.91
model_2fvd_599.cif	5.82
model_2fvd_6.cif	2.58
model_2fvd_602.cif	8.57
model_2fvd_603.cif	4.13
model_2fvd_606.cif	4.96
model_2fvd_610.cif	8.03
model_2fvd_62.cif	4.00
model_2fvd_637.cif	5.50
model_2fvd_638.cif	8.13
model_2fvd_639.cif	5.67
model_2fvd_640.cif	4.19
model_2fvd_642.cif	7.90
model_2fvd_645.cif	4.45
model_2fvd_649.cif	9.03
model_2fvd_65.cif	1.35
model_2fvd_673.cif	6.04
model_2fvd_679.cif	5.08
model_2fvd_680.cif	9.33
model_2fvd_695.cif	4.60
model_2fvd_698.cif	6.84
model_2fvd_71.cif	7.20
model_2fvd_72.cif	6.81
model_2fvd_747.cif	1.69
model_2fvd_751.cif	2.13
model_2fvd_76.cif	1.22
model_2fvd_778.cif	9.13
model_2fvd_780.cif	2.13
model_2fvd_783.cif	9.94
model_2fvd_809.cif	2.00
model_2fvd_86.cif	1.32
model_2fvd_872.cif	9.31
model_2fvd_880.cif	8.06
model_2fvd_881.cif	7.68
model_2fvd_889.cif	0.89
model_2fvd_ligand.cif	0.00
model_2fxs_120.cif	5.25
model_2fxs_142.cif	2.45
model_2fxs_153.cif	3.06
model_2fxs_163.cif	4.65
model_2fxs_241.cif	3.83
model_2fxs_251.cif	3.96
model_2fxs_266.cif	4.15
model_2fxs_336.cif	0.76
model_2fxs_345.cif	0.67
model_2fxs_397.cif	6.38
model_2fxs_41.cif	0.60
model_2fxs_453.cif	6.09
model_2fxs_49.cif	0.69
model_2fxs_491.cif	6.22
model_2fxs_507.cif	5.42
model_2fxs_521.cif	1.78
model_2fxs_552.cif	6.07
model_2fxs_559.cif	4.46
model_2fxs_564.cif	5.11
model_2fxs_576.cif	3.87
model_2fxs_584.cif	1.92
model_2fxs_597.cif	5.05
model_2fxs_608.cif	1.55
model_2fxs_632.cif	6.41
model_2fxs_636.cif	1.70
model_2fxs_643.cif	6.05
model_2fxs_67.cif	0.63
model_2fxs_678.cif	5.60
model_2fxs_693.cif	4.16
model_2fxs_697.cif	2.91
model_2fxs_701.cif	5.93
model_2fxs_704.cif	2.37
model_2fxs_706.cif	1.29
model_2fxs_730.cif	4.37
model_2fxs_745.cif	1.58
model_2fxs_747.cif	5.36
model_2fxs_750.cif	1.39
model_2fxs_751.cif	2.73
model_2fxs_753.cif	3.29
model_2fxs_754.cif	4.77
model_2fxs_760.cif	1.89
model_2fxs_763.cif	2.66
model_2fxs_764.cif	2.86
model_2fxs_769.cif	4.37
model_2fxs_770.cif	3.20
model_2fxs_774.cif	3.13
model_2fxs_775.cif	2.06
model_2fxs_777.cif	4.02
model_2fxs_779.cif	3.64
model_2fxs_789.cif	4.77
model_2fxs_815.cif	1.49
model_2fxs_827.cif	0.87
model_2fxs_861.cif	3.63
model_2fxs_864.cif	4.68
model_2fxs_869.cif	3.93
model_2fxs_876.cif	5.18
model_2fxs_879.cif	2.50
model_2fxs_889.cif	2.31
model_2fxs_896.cif	5.16
model_2fxs_905.cif	1.62
model_2fxs_910.cif	5.75
model_2fxs_921.cif	0.95
model_2fxs_927.cif	0.79
model_2fxs_939.cif	2.97
model_2fxs_941.cif	0.65
model_2fxs_953.cif	0.54
model_2fxs_ligand.cif	0.00
model_2hb1_102.cif	1.07
model_2hb1_134.cif	0.79
model_2hb1_148.cif	0.81
model_2hb1_149.cif	1.18
model_2hb1_167.cif	0.53
model_2hb1_175.cif	0.41
model_2hb1_313.cif	0.32
model_2hb1_330.cif	0.98
model_2hb1_376.cif	1.14
model_2hb1_408.cif	2.97
model_2hb1_417.cif	0.90
model_2hb1_424.cif	1.25
model_2hb1_427.cif	2.19
model_2hb1_438.cif	3.88
model_2hb1_440.cif	2.99
model_2hb1_447.cif	3.26
model_2hb1_448.cif	2.23
model_2hb1_457.cif	1.00
model_2hb1_463.cif	3.08
model_2hb1_477.cif	3.39
model_2hb1_480.cif	1.85
model_2hb1_485.cif	1.88
model_2hb1_495.cif	3.34
model_2hb1_504.cif	2.10
model_2hb1_559.cif	3.01
model_2hb1_562.cif	1.90
model_2hb1_573.cif	3.14
model_2hb1_574.cif	3.20
model_2hb1_613.cif	2.72
model_2hb1_640.cif	0.73
model_2hb1_642.cif	1.67
model_2hb1_664.cif	4.26
model_2hb1_666.cif	2.16
model_2hb1_675.cif	3.02
model_2hb1_689.cif	1.85
model_2hb1_690.cif	1.34
model_2hb1_695.cif	2.76
model_2hb1_763.cif	2.20
model_2hb1_772.cif	2.57
model_2hb1_785.cif	3.67
model_2hb1_981.cif	0.79
model_2hb1_ligand.cif	0.00
model_2iwx_101.cif	0.42
model_2iwx_103.cif	0.97
model_2iwx_315.cif	0.67
model_2iwx_351.cif	0.33
model_2iwx_366.cif	0.54
model_2iwx_368.cif	0.87
model_2iwx_394.cif	0.36
model_2iwx_404.cif	2.13
model_2iwx_406.cif	4.95
model_2iwx_407.cif	1.16
model_2iwx_409.cif	2.58
model_2iwx_412.cif	4.33
model_2iwx_432.cif	1.71
model_2iwx_433.cif	5.25
model_2iwx_438.cif	3.61
model_2iwx_440.cif	1.20
model_2iwx_446.cif	2.24
model_2iwx_456.cif	5.18
model_2iwx_463.cif	3.27
model_2iwx_464.cif	2.72
model_2iwx_469.cif	2.79
model_2iwx_470.cif	5.02
model_2iwx_472.cif	1.27
model_2iwx_480.cif	4.83
model_2iwx_484.cif	1.91
model_2iwx_487.cif	4.08
model_2iwx_492.cif	3.79
model_2iwx_498.cif	3.26
model_2iwx_507.cif	1.14
model_2iwx_508.cif	0.98
model_2iwx_519.cif	2.12
model_2iwx_529.cif	1.48
model_2iwx_534.cif	0.97
model_2iwx_547.cif	6.33
model_2iwx_567.cif	8.37
model_2iwx_570.cif	3.59
model_2iwx_572.cif	2.52
model_2iwx_575.cif	6.90
model_2iwx_578.cif	1.84
model_2iwx_583.cif	4.86
model_2iwx_590.cif	5.95
model_2iwx_596.cif	5.21
model_2iwx_598.cif	2.95
model_2iwx_623.cif	3.90
model_2iwx_631.cif	1.83
model_2iwx_633.cif	1.61
model_2iwx_645.cif	4.30
model_2iwx_647.cif	3.69
model_2iwx_657.cif	2.47
model_2iwx_659.cif	2.44
model_2iwx_663.cif	4.56
model_2iwx_664.cif	5.50
model_2iwx_667.cif	6.10
model_2iwx_671.cif	5.99
model_2iwx_672.cif	4.50
model_2iwx_685.cif	5.59
model_2iwx_728.cif	3.31
model_2iwx_731.cif	6.44
model_2iwx_735.cif	5.39
model_2iwx_745.cif	8.97
model_2iwx_752.cif	4.94
model_2iwx_756.cif	4.95
model_2iwx_757.cif	7.14
model_2iwx_758.cif	6.92
model_2iwx_759.cif	6.90
model_2iwx_760.cif	6.63
model_2iwx_762.cif	6.18
model_2iwx_763.cif	6.01
model_2iwx_766.cif	7.17
model_2iwx_776.cif	3.96
model_2iwx_780.cif	3.99
model_2iwx_801.cif	0.84
model_2iwx_843.cif	8.73
model_2iwx_847.cif	8.68
model_2iwx_866.cif	5.18
model_2iwx_874.cif	6.08
model_2iwx_881.cif	7.08
model_2iwx_970.cif	7.58
model_2iwx_ligand.cif	0.00
model_2j78_101.cif	4.11
model_2j78_115.cif	4.02
model_2j78_140.cif	4.13
model_2j78_176.cif	4.08
model_2j78_22.cif	0.88
model_2j78_31.cif	0.74
model_2j78_311.cif	0.37
model_2j78_317.cif	4.19
model_2j78_320.cif	7.16
model_2j78_326.cif	0.70
model_2j78_332.cif	7.32
model_2j78_349.cif	7.13
model_2j78_369.cif	6.93
model_2j78_382.cif	4.29
model_2j78_383.cif	4.41
model_2j78_397.cif	4.26
model_2j78_406.cif	0.92
model_2j78_458.cif	1.14
model_2j78_459.cif	1.99
model_2j78_460.cif	1.59
model_2j78_471.cif	2.49
model_2j78_486.cif	1.86
model_2j78_507.cif	1.96
model_2j78_52.cif	0.87
model_2j78_546.cif	3.94
model_2j78_575.cif	4.58
model_2j78_597.cif	2.38
model_2j78_621.cif	2.29
model_2j78_626.cif	3.01
model_2j78_650.cif	3.01
model_2j78_657.cif	4.47
model_2j78_684.cif	3.08
model_2j78_716.cif	3.27
model_2j78_719.cif	2.34
model_2j78_744.cif	2.69
model_2j78_751.cif	2.65
model_2j78_754.cif	1.88
model_2j78_755.cif	2.47
model_2j78_777.cif	2.10
model_2j78_779.cif	3.26
model_2j78_787.cif	2.78
model_2j78_795.cif	3.46
model_2j78_796.cif	1.75
model_2j78_808.cif	0.97
model_2j78_812.cif	0.79
model_2j78_827.cif	3.51
model_2j78_835.cif	1.76
model_2j78_857.cif	1.76
model_2j78_862.cif	1.56
model_2j78_881.cif	2.21
model_2j78_882.cif	3.05
model_2j78_938.cif	3.09
model_2j78_941.cif	0.98
model_2j78_97.cif	0.47
model_2j78_ligand.cif	0.00
model_2j7h_18.cif	0.96
model_2j7h_211.cif	0.49
model_2j7h_219.cif	0.88
model_2j7h_227.cif	2.31
model_2j7h_26.cif	0.41
model_2j7h_274.cif	1.03
model_2j7h_33.cif	2.37
model_2j7h_41.cif	0.43
model_2j7h_451.cif	1.58
model_2j7h_458.cif	2.23
model_2j7h_48.cif	0.17
model_2j7h_480.cif	1.85
model_2j7h_522.cif	3.36
model_2j7h_539.cif	4.38
model_2j7h_541.cif	3.17
model_2j7h_549.cif	3.19
model_2j7h_555.cif	4.82
model_2j7h_557.cif	3.23
model_2j7h_558.cif	4.12
model_2j7h_56.cif	0.85
model_2j7h_563.cif	4.06
model_2j7h_567.cif	4.31
model_2j7h_569.cif	4.33
model_2j7h_586.cif	4.01
model_2j7h_597.cif	5.02
model_2j7h_633.cif	3.10
model_2j7h_720.cif	0.45
model_2j7h_721.cif	0.75
model_2j7h_727.cif	1.46
model_2j7h_733.cif	1.71
model_2j7h_736.cif	1.38
model_2j7h_747.cif	1.41
model_2j7h_752.cif	4.11
model_2j7h_761.cif	1.52
model_2j7h_762.cif	1.59
model_2j7h_767.cif	2.25
model_2j7h_771.cif	2.37
model_2j7h_776.cif	4.39
model_2j7h_778.cif	4.18
model_2j7h_780.cif	3.53
model_2j7h_784.cif	1.90
model_2j7h_787.cif	2.69
model_2j7h_793.cif	3.18
model_2j7h_794.cif	3.35
model_2j7h_795.cif	2.47
model_2j7h_796.cif	2.71
model_2j7h_797.cif	2.43
model_2j7h_840.cif	2.27
model_2j7h_861.cif	3.16
model_2j7h_869.cif	3.87
model_2j7h_912.cif	0.48
model_2j7h_ligand.cif	0.00
model_2p15_133.cif	1.14
model_2p15_155.cif	4.56
model_2p15_216.cif	2.20
model_2p15_262.cif	0.40
model_2p15_290.cif	0.78
model_2p15_331.cif	0.27
model_2p15_344.cif	0.78
model_2p15_402.cif	1.00
model_2p15_404.cif	0.87
model_2p15_407.cif	0.90
model_2p15_414.cif	3.90
model_2p15_415.cif	4.10
model_2p15_425.cif	1.50
model_2p15_427.cif	3.80
model_2p15_435.cif	1.51
model_2p15_437.cif	1.38
model_2p15_446.cif	1.16
model_2p15_453.cif	3.41
model_2p15_456.cif	2.54
model_2p15_460.cif	1.83
model_2p15_466.cif	3.86
model_2p15_471.cif	1.99
model_2p15_478.cif	3.54
model_2p15_479.cif	4.00
model_2p15_480.cif	2.10
model_2p15_481.cif	2.15
model_2p15_489.cif	2.15
model_2p15_493.cif	4.10
model_2p15_496.cif	4.30
model_2p15_546.cif	4.76
model_2p15_550.cif	3.78
model_2p15_557.cif	2.61
model_2p15_567.cif	4.94
model_2p15_568.cif	4.63
model_2p15_569.cif	2.32
model_2p15_578.cif	3.90
model_2p15_579.cif	1.53
model_2p15_582.cif	5.30
model_2p15_589.cif	4.03
model_2p15_590.cif	5.21
model_2p15_591.cif	3.75
model_2p15_592.cif	1.98
model_2p15_598.cif	2.02
model_2p15_600.cif	5.11
model_2p15_645.cif	4.16
model_2p15_678.cif	4.56
model_2p15_687.cif	2.39
model_2p15_699.cif	2.46
model_2p15_700.cif	1.67
model_2p15_765.cif	3.82
model_2p15_801.cif	0.60
model_2p15_850.cif	0.62
model_2p15_87.cif	0.41
model_2p15_ligand.cif	0.00
model_2p4y_100.cif	1.68
model_2p4y_103.cif	0.81
model_2p4y_127.cif	7.82
model_2p4y_146.cif	1.98
model_2p4y_152.cif	0.79
model_2p4y_169.cif	1.91
model_2p4y_202.cif	0.81
model_2p4y_208.cif	0.82
model_2p4y_223.cif	4.93
model_2p4y_240.cif	0.79
model_2p4y_247.cif	0.79
model_2p4y_25.cif	4.44
model_2p4y_253.cif	0.59
model_2p4y_268.cif	2.07
model_2p4y_275.cif	5.23
model_2p4y_293.cif	1.46
model_2p4y_297.cif	1.02
model_2p4y_305.cif	3.85
model_2p4y_309.cif	9.26
model_2p4y_314.cif	2.87
model_2p4y_350.cif	9.69
model_2p4y_38.cif	0.88
model_2p4y_407.cif	2.76
model_2p4y_409.cif	3.56
model_2p4y_412.cif	5.84
model_2p4y_419.cif	1.76
model_2p4y_423.cif	2.29
model_2p4y_424.cif	2.58
model_2p4y_435.cif	3.01
model_2p4y_445.cif	3.22
model_2p4y_446.cif	2.29
model_2p4y_456.cif	3.77
model_2p4y_461.cif	1.37
model_2p4y_472.cif	3.48
model_2p4y_509.cif	7.25
model_2p4y_53.cif	6.02
model_2p4y_549.cif	7.41
model_2p4y_564.cif	7.77
model_2p4y_570.cif	7.61
model_2p4y_581.cif	7.35
model_2p4y_582.cif	7.06
model_2p4y_587.cif	2.20
model_2p4y_588.cif	7.37
model_2p4y_591.cif	8.41
model_2p4y_595.cif	4.68
model_2p4y_596.cif	8.21
model_2p4y_600.cif	3.36
model_2p4y_618.cif	8.11
model_2p4y_649.cif	9.85
model_2p4y_665.cif	3.86
model_2p4y_669.cif	5.24
model_2p4y_679.cif	8.20
model_2p4y_685.cif	2.12
model_2p4y_700.cif	7.04
model_2p4y_703.cif	1.46
model_2p4y_714.cif	1.49
model_2p4y_718.cif	5.85
model_2p4y_74.cif	0.95
model_2p4y_748.cif	5.11
model_2p4y_749.cif	5.75
model_2p4y_751.cif	6.15
model_2p4y_752.cif	3.85
model_2p4y_757.cif	4.80
model_2p4y_758.cif	6.56
model_2p4y_761.cif	6.05
model_2p4y_762.cif	5.27
model_2p4y_765.cif	2.77
model_2p4y_767.cif	4.27
model_2p4y_77.cif	0.45
model_2p4y_772.cif	6.80
model_2p4y_773.cif	4.57
model_2p4y_775.cif	4.97
model_2p4y_778.cif	7.14
model_2p4y_781.cif	4.27
model_2p4y_782.cif	4.33
model_2p4y_784.cif	1.56
model_2p4y_785.cif	5.77
model_2p4y_842.cif	6.11
model_2p4y_856.cif	4.35
model_2p4y_859.cif	3.11
model_2p4y_899.cif	6.54
model_2p4y_908.cif	5.94
model_2p4y_932.cif	6.92
model_2p4y_938.cif	2.81
model_2p4y_951.cif	6.27
model_2p4y_961.cif	5.38
model_2p4y_979.cif	6.03
model_2p4y_ligand.cif	0.00
model_2pog_402.cif	3.05
model_2pog_404.cif	1.38
model_2pog_405.cif	0.66
model_2pog_434.cif	1.22
model_2pog_441.cif	0.77
model_2pog_457.cif	1.05
model_2pog_468.cif	1.35
model_2pog_470.cif	3.02
model_2pog_473.cif	2.24
model_2pog_479.cif	3.20
model_2pog_491.cif	3.10
model_2pog_522.cif	2.52
model_2pog_530.cif	1.29
model_2pog_531.cif	1.67
model_2pog_540.cif	0.96
model_2pog_552.cif	1.52
model_2pog_572.cif	4.21
model_2pog_592.cif	2.06
model_2pog_593.cif	4.26
model_2pog_594.cif	2.66
model_2pog_619.cif	3.04
model_2pog_627.cif	3.11
model_2pog_652.cif	2.19
model_2pog_661.cif	3.13
model_2pog_694.cif	3.04
model_2pog_729.cif	0.71
